Provincias	Establecimientos y personal empleado (plazas)	Periodo	Total
42 Soria	Número de apartamentos estimados	2015M12	70
42 Soria	Número de apartamentos estimados	2015M11	89
42 Soria	Número de apartamentos estimados	2015M10	89
42 Soria	Número de apartamentos estimados	2015M09	62
42 Soria	Número de apartamentos estimados	2015M08	63
42 Soria	Número de apartamentos estimados	2015M07	62
42 Soria	Número de apartamentos estimados	2015M06	63
42 Soria	Número de apartamentos estimados	2015M05	63
42 Soria	Número de apartamentos estimados	2015M04	63
42 Soria	Número de apartamentos estimados	2015M03	59
42 Soria	Número de apartamentos estimados	2015M02	59
42 Soria	Número de apartamentos estimados	2015M01	50
42 Soria	Número de apartamentos estimados	2014M12	50
42 Soria	Número de apartamentos estimados	2014M11	62
42 Soria	Número de apartamentos estimados	2014M10	63
42 Soria	Número de apartamentos estimados	2014M09	63
42 Soria	Número de apartamentos estimados	2014M08	63
42 Soria	Número de apartamentos estimados	2014M07	63
42 Soria	Número de apartamentos estimados	2014M06	62
42 Soria	Número de apartamentos estimados	2014M05	62
42 Soria	Número de apartamentos estimados	2014M04	62
42 Soria	Número de apartamentos estimados	2014M03	64
42 Soria	Número de apartamentos estimados	2014M02	62
42 Soria	Número de apartamentos estimados	2014M01	50
42 Soria	Número de apartamentos estimados	2013M12	""
42 Soria	Número de apartamentos estimados	2013M11	""
42 Soria	Número de apartamentos estimados	2013M10	""
42 Soria	Número de apartamentos estimados	2013M09	""
42 Soria	Número de apartamentos estimados	2013M08	""
42 Soria	Número de apartamentos estimados	2013M07	""
42 Soria	Número de apartamentos estimados	2013M06	""
42 Soria	Número de apartamentos estimados	2013M05	""
42 Soria	Número de apartamentos estimados	2013M04	""
42 Soria	Número de apartamentos estimados	2013M03	""
42 Soria	Número de apartamentos estimados	2013M02	""
42 Soria	Número de apartamentos estimados	2013M01	""
42 Soria	Número de apartamentos estimados	2012M12	""
42 Soria	Número de apartamentos estimados	2012M11	""
42 Soria	Número de apartamentos estimados	2012M10	""
42 Soria	Número de apartamentos estimados	2012M09	""
42 Soria	Número de apartamentos estimados	2012M08	""
42 Soria	Número de apartamentos estimados	2012M07	""
42 Soria	Número de apartamentos estimados	2012M06	""
42 Soria	Número de apartamentos estimados	2012M05	""
42 Soria	Número de apartamentos estimados	2012M04	""
42 Soria	Número de apartamentos estimados	2012M03	""
42 Soria	Número de apartamentos estimados	2012M02	""
42 Soria	Número de apartamentos estimados	2012M01	""
42 Soria	Número de apartamentos estimados	2011M12	""
42 Soria	Número de apartamentos estimados	2011M11	""
42 Soria	Número de apartamentos estimados	2011M10	""
42 Soria	Número de apartamentos estimados	2011M09	""
42 Soria	Número de apartamentos estimados	2011M08	""
42 Soria	Número de apartamentos estimados	2011M07	""
42 Soria	Número de apartamentos estimados	2011M06	""
42 Soria	Número de apartamentos estimados	2011M05	""
42 Soria	Número de apartamentos estimados	2011M04	""
42 Soria	Número de apartamentos estimados	2011M03	""
42 Soria	Número de apartamentos estimados	2011M02	""
42 Soria	Número de apartamentos estimados	2011M01	""
42 Soria	Número de apartamentos estimados	2010M12	""
42 Soria	Número de apartamentos estimados	2010M11	""
42 Soria	Número de apartamentos estimados	2010M10	""
42 Soria	Número de apartamentos estimados	2010M09	""
42 Soria	Número de apartamentos estimados	2010M08	""
42 Soria	Número de apartamentos estimados	2010M07	""
42 Soria	Número de apartamentos estimados	2010M06	""
42 Soria	Número de apartamentos estimados	2010M05	""
42 Soria	Número de apartamentos estimados	2010M04	""
42 Soria	Número de apartamentos estimados	2010M03	""
42 Soria	Número de apartamentos estimados	2010M02	""
42 Soria	Número de apartamentos estimados	2010M01	""
42 Soria	Número de apartamentos estimados	2009M12	""
42 Soria	Número de apartamentos estimados	2009M11	""
42 Soria	Número de apartamentos estimados	2009M10	""
42 Soria	Número de apartamentos estimados	2009M09	""
42 Soria	Número de apartamentos estimados	2009M08	""
42 Soria	Número de apartamentos estimados	2009M07	""
42 Soria	Número de apartamentos estimados	2009M06	""
42 Soria	Número de apartamentos estimados	2009M05	""
42 Soria	Número de apartamentos estimados	2009M04	""
42 Soria	Número de apartamentos estimados	2009M03	""
42 Soria	Número de apartamentos estimados	2009M02	""
42 Soria	Número de apartamentos estimados	2009M01	""
42 Soria	Número de apartamentos estimados	2008M12	""
42 Soria	Número de apartamentos estimados	2008M11	""
42 Soria	Número de apartamentos estimados	2008M10	""
42 Soria	Número de apartamentos estimados	2008M09	""
42 Soria	Número de apartamentos estimados	2008M08	""
42 Soria	Número de apartamentos estimados	2008M07	""
42 Soria	Número de apartamentos estimados	2008M06	""
42 Soria	Número de apartamentos estimados	2008M05	""
42 Soria	Número de apartamentos estimados	2008M04	""
42 Soria	Número de apartamentos estimados	2008M03	""
42 Soria	Número de apartamentos estimados	2008M02	""
42 Soria	Número de apartamentos estimados	2008M01	""
42 Soria	Número de apartamentos estimados	2007M12	""
42 Soria	Número de apartamentos estimados	2007M11	""
42 Soria	Número de apartamentos estimados	2007M10	""
42 Soria	Número de apartamentos estimados	2007M09	""
42 Soria	Número de apartamentos estimados	2007M08	""
42 Soria	Número de apartamentos estimados	2007M07	""
42 Soria	Número de apartamentos estimados	2007M06	""
42 Soria	Número de apartamentos estimados	2007M05	""
42 Soria	Número de apartamentos estimados	2007M04	""
42 Soria	Número de apartamentos estimados	2007M03	""
42 Soria	Número de apartamentos estimados	2007M02	""
42 Soria	Número de apartamentos estimados	2007M01	""
42 Soria	Número de apartamentos estimados	2006M12	""
42 Soria	Número de apartamentos estimados	2006M11	""
42 Soria	Número de apartamentos estimados	2006M10	""
42 Soria	Número de apartamentos estimados	2006M09	""
42 Soria	Número de apartamentos estimados	2006M08	""
42 Soria	Número de apartamentos estimados	2006M07	""
42 Soria	Número de apartamentos estimados	2006M06	""
42 Soria	Número de apartamentos estimados	2006M05	""
42 Soria	Número de apartamentos estimados	2006M04	""
42 Soria	Número de apartamentos estimados	2006M03	""
42 Soria	Número de apartamentos estimados	2006M02	""
42 Soria	Número de apartamentos estimados	2006M01	""
42 Soria	Número de apartamentos estimados	2005M12	""
42 Soria	Número de apartamentos estimados	2005M11	""
42 Soria	Número de apartamentos estimados	2005M10	""
42 Soria	Número de apartamentos estimados	2005M09	""
42 Soria	Número de apartamentos estimados	2005M08	""
42 Soria	Número de apartamentos estimados	2005M07	""
42 Soria	Número de apartamentos estimados	2005M06	""
42 Soria	Número de apartamentos estimados	2005M05	""
42 Soria	Número de apartamentos estimados	2005M04	""
42 Soria	Número de apartamentos estimados	2005M03	""
42 Soria	Número de apartamentos estimados	2005M02	""
42 Soria	Número de apartamentos estimados	2005M01	""
43 Tarragona	Número de apartamentos estimados	2024M09	4.671
43 Tarragona	Número de apartamentos estimados	2024M08	4.235
43 Tarragona	Número de apartamentos estimados	2024M07	4.309
43 Tarragona	Número de apartamentos estimados	2024M06	4.327
43 Tarragona	Número de apartamentos estimados	2024M05	3.460
43 Tarragona	Número de apartamentos estimados	2024M04	3.545
43 Tarragona	Número de apartamentos estimados	2024M03	1.820
43 Tarragona	Número de apartamentos estimados	2024M02	321
43 Tarragona	Número de apartamentos estimados	2024M01	202
43 Tarragona	Número de apartamentos estimados	2023M12	408
43 Tarragona	Número de apartamentos estimados	2023M11	371
43 Tarragona	Número de apartamentos estimados	2023M10	2.881
43 Tarragona	Número de apartamentos estimados	2023M09	5.047
43 Tarragona	Número de apartamentos estimados	2023M08	5.151
43 Tarragona	Número de apartamentos estimados	2023M07	5.093
43 Tarragona	Número de apartamentos estimados	2023M06	5.090
43 Tarragona	Número de apartamentos estimados	2023M05	4.077
43 Tarragona	Número de apartamentos estimados	2023M04	3.136
43 Tarragona	Número de apartamentos estimados	2023M03	358
43 Tarragona	Número de apartamentos estimados	2023M02	208
43 Tarragona	Número de apartamentos estimados	2023M01	222
43 Tarragona	Número de apartamentos estimados	2022M12	313
43 Tarragona	Número de apartamentos estimados	2022M11	325
43 Tarragona	Número de apartamentos estimados	2022M10	2.891
43 Tarragona	Número de apartamentos estimados	2022M09	5.402
43 Tarragona	Número de apartamentos estimados	2022M08	5.526
43 Tarragona	Número de apartamentos estimados	2022M07	5.540
43 Tarragona	Número de apartamentos estimados	2022M06	5.263
43 Tarragona	Número de apartamentos estimados	2022M05	4.066
43 Tarragona	Número de apartamentos estimados	2022M04	3.095
43 Tarragona	Número de apartamentos estimados	2022M03	328
43 Tarragona	Número de apartamentos estimados	2022M02	212
43 Tarragona	Número de apartamentos estimados	2022M01	265
43 Tarragona	Número de apartamentos estimados	2021M12	334
43 Tarragona	Número de apartamentos estimados	2021M11	346
43 Tarragona	Número de apartamentos estimados	2021M10	2.797
43 Tarragona	Número de apartamentos estimados	2021M09	5.137
43 Tarragona	Número de apartamentos estimados	2021M08	6.292
43 Tarragona	Número de apartamentos estimados	2021M07	5.097
43 Tarragona	Número de apartamentos estimados	2021M06	4.300
43 Tarragona	Número de apartamentos estimados	2021M05	2.058
43 Tarragona	Número de apartamentos estimados	2021M04	1.226
43 Tarragona	Número de apartamentos estimados	2021M03	171
43 Tarragona	Número de apartamentos estimados	2021M02	79
43 Tarragona	Número de apartamentos estimados	2021M01	78
43 Tarragona	Número de apartamentos estimados	2020M12	98
43 Tarragona	Número de apartamentos estimados	2020M11	147
43 Tarragona	Número de apartamentos estimados	2020M10	1.897
43 Tarragona	Número de apartamentos estimados	2020M09	4.461
43 Tarragona	Número de apartamentos estimados	2020M08	5.035
43 Tarragona	Número de apartamentos estimados	2020M07	4.918
43 Tarragona	Número de apartamentos estimados	2020M06	2.610
43 Tarragona	Número de apartamentos estimados	2020M05	.
43 Tarragona	Número de apartamentos estimados	2020M04	0
43 Tarragona	Número de apartamentos estimados	2020M03	220
43 Tarragona	Número de apartamentos estimados	2020M02	320
43 Tarragona	Número de apartamentos estimados	2020M01	408
43 Tarragona	Número de apartamentos estimados	2019M12	427
43 Tarragona	Número de apartamentos estimados	2019M11	458
43 Tarragona	Número de apartamentos estimados	2019M10	3.046
43 Tarragona	Número de apartamentos estimados	2019M09	6.102
43 Tarragona	Número de apartamentos estimados	2019M08	6.171
43 Tarragona	Número de apartamentos estimados	2019M07	6.205
43 Tarragona	Número de apartamentos estimados	2019M06	5.878
43 Tarragona	Número de apartamentos estimados	2019M05	4.377
43 Tarragona	Número de apartamentos estimados	2019M04	3.239
43 Tarragona	Número de apartamentos estimados	2019M03	511
43 Tarragona	Número de apartamentos estimados	2019M02	301
43 Tarragona	Número de apartamentos estimados	2019M01	395
43 Tarragona	Número de apartamentos estimados	2018M12	395
43 Tarragona	Número de apartamentos estimados	2018M11	422
43 Tarragona	Número de apartamentos estimados	2018M10	2.806
43 Tarragona	Número de apartamentos estimados	2018M09	5.447
43 Tarragona	Número de apartamentos estimados	2018M08	5.708
43 Tarragona	Número de apartamentos estimados	2018M07	5.610
43 Tarragona	Número de apartamentos estimados	2018M06	5.616
43 Tarragona	Número de apartamentos estimados	2018M05	4.068
43 Tarragona	Número de apartamentos estimados	2018M04	2.768
43 Tarragona	Número de apartamentos estimados	2018M03	498
43 Tarragona	Número de apartamentos estimados	2018M02	294
43 Tarragona	Número de apartamentos estimados	2018M01	351
43 Tarragona	Número de apartamentos estimados	2017M12	385
43 Tarragona	Número de apartamentos estimados	2017M11	473
43 Tarragona	Número de apartamentos estimados	2017M10	3.549
43 Tarragona	Número de apartamentos estimados	2017M09	5.790
43 Tarragona	Número de apartamentos estimados	2017M08	5.952
43 Tarragona	Número de apartamentos estimados	2017M07	5.833
43 Tarragona	Número de apartamentos estimados	2017M06	5.956
43 Tarragona	Número de apartamentos estimados	2017M05	4.472
43 Tarragona	Número de apartamentos estimados	2017M04	3.757
43 Tarragona	Número de apartamentos estimados	2017M03	499
43 Tarragona	Número de apartamentos estimados	2017M02	385
43 Tarragona	Número de apartamentos estimados	2017M01	490
43 Tarragona	Número de apartamentos estimados	2016M12	499
43 Tarragona	Número de apartamentos estimados	2016M11	532
43 Tarragona	Número de apartamentos estimados	2016M10	3.726
43 Tarragona	Número de apartamentos estimados	2016M09	5.688
43 Tarragona	Número de apartamentos estimados	2016M08	5.991
43 Tarragona	Número de apartamentos estimados	2016M07	6.127
43 Tarragona	Número de apartamentos estimados	2016M06	5.804
43 Tarragona	Número de apartamentos estimados	2016M05	4.514
43 Tarragona	Número de apartamentos estimados	2016M04	3.746
43 Tarragona	Número de apartamentos estimados	2016M03	2.145
43 Tarragona	Número de apartamentos estimados	2016M02	374
43 Tarragona	Número de apartamentos estimados	2016M01	422
43 Tarragona	Número de apartamentos estimados	2015M12	472
43 Tarragona	Número de apartamentos estimados	2015M11	522
43 Tarragona	Número de apartamentos estimados	2015M10	3.938
43 Tarragona	Número de apartamentos estimados	2015M09	5.819
43 Tarragona	Número de apartamentos estimados	2015M08	6.134
43 Tarragona	Número de apartamentos estimados	2015M07	5.828
43 Tarragona	Número de apartamentos estimados	2015M06	5.429
43 Tarragona	Número de apartamentos estimados	2015M05	4.621
43 Tarragona	Número de apartamentos estimados	2015M04	3.700
43 Tarragona	Número de apartamentos estimados	2015M03	424
43 Tarragona	Número de apartamentos estimados	2015M02	497
43 Tarragona	Número de apartamentos estimados	2015M01	506
43 Tarragona	Número de apartamentos estimados	2014M12	333
43 Tarragona	Número de apartamentos estimados	2014M11	341
43 Tarragona	Número de apartamentos estimados	2014M10	2.978
43 Tarragona	Número de apartamentos estimados	2014M09	5.632
43 Tarragona	Número de apartamentos estimados	2014M08	6.096
43 Tarragona	Número de apartamentos estimados	2014M07	6.955
43 Tarragona	Número de apartamentos estimados	2014M06	6.106
43 Tarragona	Número de apartamentos estimados	2014M05	4.508
43 Tarragona	Número de apartamentos estimados	2014M04	2.838
43 Tarragona	Número de apartamentos estimados	2014M03	333
43 Tarragona	Número de apartamentos estimados	2014M02	372
43 Tarragona	Número de apartamentos estimados	2014M01	523
43 Tarragona	Número de apartamentos estimados	2013M12	289
43 Tarragona	Número de apartamentos estimados	2013M11	483
43 Tarragona	Número de apartamentos estimados	2013M10	2.931
43 Tarragona	Número de apartamentos estimados	2013M09	4.966
43 Tarragona	Número de apartamentos estimados	2013M08	5.133
43 Tarragona	Número de apartamentos estimados	2013M07	5.279
43 Tarragona	Número de apartamentos estimados	2013M06	4.820
43 Tarragona	Número de apartamentos estimados	2013M05	3.803
43 Tarragona	Número de apartamentos estimados	2013M04	2.388
43 Tarragona	Número de apartamentos estimados	2013M03	1.312
43 Tarragona	Número de apartamentos estimados	2013M02	331
43 Tarragona	Número de apartamentos estimados	2013M01	338
43 Tarragona	Número de apartamentos estimados	2012M12	291
43 Tarragona	Número de apartamentos estimados	2012M11	415
43 Tarragona	Número de apartamentos estimados	2012M10	2.863
43 Tarragona	Número de apartamentos estimados	2012M09	5.050
43 Tarragona	Número de apartamentos estimados	2012M08	5.377
43 Tarragona	Número de apartamentos estimados	2012M07	5.534
43 Tarragona	Número de apartamentos estimados	2012M06	5.043
43 Tarragona	Número de apartamentos estimados	2012M05	3.855
43 Tarragona	Número de apartamentos estimados	2012M04	2.688
43 Tarragona	Número de apartamentos estimados	2012M03	373
43 Tarragona	Número de apartamentos estimados	2012M02	302
43 Tarragona	Número de apartamentos estimados	2012M01	306
43 Tarragona	Número de apartamentos estimados	2011M12	330
43 Tarragona	Número de apartamentos estimados	2011M11	406
43 Tarragona	Número de apartamentos estimados	2011M10	2.551
43 Tarragona	Número de apartamentos estimados	2011M09	5.262
43 Tarragona	Número de apartamentos estimados	2011M08	6.117
43 Tarragona	Número de apartamentos estimados	2011M07	5.855
43 Tarragona	Número de apartamentos estimados	2011M06	5.129
43 Tarragona	Número de apartamentos estimados	2011M05	3.993
43 Tarragona	Número de apartamentos estimados	2011M04	2.035
43 Tarragona	Número de apartamentos estimados	2011M03	552
43 Tarragona	Número de apartamentos estimados	2011M02	529
43 Tarragona	Número de apartamentos estimados	2011M01	537
43 Tarragona	Número de apartamentos estimados	2010M12	385
43 Tarragona	Número de apartamentos estimados	2010M11	586
43 Tarragona	Número de apartamentos estimados	2010M10	3.234
43 Tarragona	Número de apartamentos estimados	2010M09	5.609
43 Tarragona	Número de apartamentos estimados	2010M08	6.028
43 Tarragona	Número de apartamentos estimados	2010M07	5.709
43 Tarragona	Número de apartamentos estimados	2010M06	5.479
43 Tarragona	Número de apartamentos estimados	2010M05	4.100
43 Tarragona	Número de apartamentos estimados	2010M04	2.969
43 Tarragona	Número de apartamentos estimados	2010M03	578
43 Tarragona	Número de apartamentos estimados	2010M02	534
43 Tarragona	Número de apartamentos estimados	2010M01	566
43 Tarragona	Número de apartamentos estimados	2009M12	339
43 Tarragona	Número de apartamentos estimados	2009M11	608
43 Tarragona	Número de apartamentos estimados	2009M10	3.551
43 Tarragona	Número de apartamentos estimados	2009M09	5.438
43 Tarragona	Número de apartamentos estimados	2009M08	6.331
43 Tarragona	Número de apartamentos estimados	2009M07	6.071
43 Tarragona	Número de apartamentos estimados	2009M06	5.558
43 Tarragona	Número de apartamentos estimados	2009M05	4.687
43 Tarragona	Número de apartamentos estimados	2009M04	3.524
43 Tarragona	Número de apartamentos estimados	2009M03	591
43 Tarragona	Número de apartamentos estimados	2009M02	766
43 Tarragona	Número de apartamentos estimados	2009M01	504
43 Tarragona	Número de apartamentos estimados	2008M12	353
43 Tarragona	Número de apartamentos estimados	2008M11	752
43 Tarragona	Número de apartamentos estimados	2008M10	3.357
43 Tarragona	Número de apartamentos estimados	2008M09	5.831
43 Tarragona	Número de apartamentos estimados	2008M08	6.243
43 Tarragona	Número de apartamentos estimados	2008M07	6.535
43 Tarragona	Número de apartamentos estimados	2008M06	6.319
43 Tarragona	Número de apartamentos estimados	2008M05	4.921
43 Tarragona	Número de apartamentos estimados	2008M04	3.232
43 Tarragona	Número de apartamentos estimados	2008M03	743
43 Tarragona	Número de apartamentos estimados	2008M02	416
43 Tarragona	Número de apartamentos estimados	2008M01	470
43 Tarragona	Número de apartamentos estimados	2007M12	361
43 Tarragona	Número de apartamentos estimados	2007M11	467
43 Tarragona	Número de apartamentos estimados	2007M10	3.786
43 Tarragona	Número de apartamentos estimados	2007M09	5.634
43 Tarragona	Número de apartamentos estimados	2007M08	6.266
43 Tarragona	Número de apartamentos estimados	2007M07	6.620
43 Tarragona	Número de apartamentos estimados	2007M06	6.650
43 Tarragona	Número de apartamentos estimados	2007M05	5.039
43 Tarragona	Número de apartamentos estimados	2007M04	3.500
43 Tarragona	Número de apartamentos estimados	2007M03	435
43 Tarragona	Número de apartamentos estimados	2007M02	398
43 Tarragona	Número de apartamentos estimados	2007M01	463
43 Tarragona	Número de apartamentos estimados	2006M12	265
43 Tarragona	Número de apartamentos estimados	2006M11	509
43 Tarragona	Número de apartamentos estimados	2006M10	4.149
43 Tarragona	Número de apartamentos estimados	2006M09	5.943
43 Tarragona	Número de apartamentos estimados	2006M08	6.386
43 Tarragona	Número de apartamentos estimados	2006M07	6.487
43 Tarragona	Número de apartamentos estimados	2006M06	6.321
43 Tarragona	Número de apartamentos estimados	2006M05	5.156
43 Tarragona	Número de apartamentos estimados	2006M04	4.099
43 Tarragona	Número de apartamentos estimados	2006M03	709
43 Tarragona	Número de apartamentos estimados	2006M02	669
43 Tarragona	Número de apartamentos estimados	2006M01	591
43 Tarragona	Número de apartamentos estimados	2005M12	662
43 Tarragona	Número de apartamentos estimados	2005M11	673
43 Tarragona	Número de apartamentos estimados	2005M10	4.010
43 Tarragona	Número de apartamentos estimados	2005M09	5.925
43 Tarragona	Número de apartamentos estimados	2005M08	6.334
43 Tarragona	Número de apartamentos estimados	2005M07	6.195
43 Tarragona	Número de apartamentos estimados	2005M06	5.932
43 Tarragona	Número de apartamentos estimados	2005M05	4.944
43 Tarragona	Número de apartamentos estimados	2005M04	3.618
43 Tarragona	Número de apartamentos estimados	2005M03	2.848
43 Tarragona	Número de apartamentos estimados	2005M02	613
43 Tarragona	Número de apartamentos estimados	2005M01	620
44 Teruel	Número de apartamentos estimados	2024M09	502
44 Teruel	Número de apartamentos estimados	2024M08	591
44 Teruel	Número de apartamentos estimados	2024M07	495
44 Teruel	Número de apartamentos estimados	2024M06	499
44 Teruel	Número de apartamentos estimados	2024M05	515
44 Teruel	Número de apartamentos estimados	2024M04	479
44 Teruel	Número de apartamentos estimados	2024M03	464
44 Teruel	Número de apartamentos estimados	2024M02	452
44 Teruel	Número de apartamentos estimados	2024M01	493
44 Teruel	Número de apartamentos estimados	2023M12	511
44 Teruel	Número de apartamentos estimados	2023M11	515
44 Teruel	Número de apartamentos estimados	2023M10	505
44 Teruel	Número de apartamentos estimados	2023M09	508
44 Teruel	Número de apartamentos estimados	2023M08	517
44 Teruel	Número de apartamentos estimados	2023M07	525
44 Teruel	Número de apartamentos estimados	2023M06	513
44 Teruel	Número de apartamentos estimados	2023M05	516
44 Teruel	Número de apartamentos estimados	2023M04	505
44 Teruel	Número de apartamentos estimados	2023M03	499
44 Teruel	Número de apartamentos estimados	2023M02	508
44 Teruel	Número de apartamentos estimados	2023M01	487
44 Teruel	Número de apartamentos estimados	2022M12	521
44 Teruel	Número de apartamentos estimados	2022M11	520
44 Teruel	Número de apartamentos estimados	2022M10	539
44 Teruel	Número de apartamentos estimados	2022M09	546
44 Teruel	Número de apartamentos estimados	2022M08	546
44 Teruel	Número de apartamentos estimados	2022M07	525
44 Teruel	Número de apartamentos estimados	2022M06	522
44 Teruel	Número de apartamentos estimados	2022M05	545
44 Teruel	Número de apartamentos estimados	2022M04	529
44 Teruel	Número de apartamentos estimados	2022M03	524
44 Teruel	Número de apartamentos estimados	2022M02	525
44 Teruel	Número de apartamentos estimados	2022M01	478
44 Teruel	Número de apartamentos estimados	2021M12	490
44 Teruel	Número de apartamentos estimados	2021M11	490
44 Teruel	Número de apartamentos estimados	2021M10	497
44 Teruel	Número de apartamentos estimados	2021M09	510
44 Teruel	Número de apartamentos estimados	2021M08	503
44 Teruel	Número de apartamentos estimados	2021M07	523
44 Teruel	Número de apartamentos estimados	2021M06	525
44 Teruel	Número de apartamentos estimados	2021M05	479
44 Teruel	Número de apartamentos estimados	2021M04	438
44 Teruel	Número de apartamentos estimados	2021M03	.
44 Teruel	Número de apartamentos estimados	2021M02	.
44 Teruel	Número de apartamentos estimados	2021M01	.
44 Teruel	Número de apartamentos estimados	2020M12	456
44 Teruel	Número de apartamentos estimados	2020M11	.
44 Teruel	Número de apartamentos estimados	2020M10	484
44 Teruel	Número de apartamentos estimados	2020M09	497
44 Teruel	Número de apartamentos estimados	2020M08	488
44 Teruel	Número de apartamentos estimados	2020M07	467
44 Teruel	Número de apartamentos estimados	2020M06	331
44 Teruel	Número de apartamentos estimados	2020M05	.
44 Teruel	Número de apartamentos estimados	2020M04	0
44 Teruel	Número de apartamentos estimados	2020M03	288
44 Teruel	Número de apartamentos estimados	2020M02	590
44 Teruel	Número de apartamentos estimados	2020M01	478
44 Teruel	Número de apartamentos estimados	2019M12	492
44 Teruel	Número de apartamentos estimados	2019M11	496
44 Teruel	Número de apartamentos estimados	2019M10	504
44 Teruel	Número de apartamentos estimados	2019M09	515
44 Teruel	Número de apartamentos estimados	2019M08	531
44 Teruel	Número de apartamentos estimados	2019M07	514
44 Teruel	Número de apartamentos estimados	2019M06	503
44 Teruel	Número de apartamentos estimados	2019M05	486
44 Teruel	Número de apartamentos estimados	2019M04	477
44 Teruel	Número de apartamentos estimados	2019M03	485
44 Teruel	Número de apartamentos estimados	2019M02	497
44 Teruel	Número de apartamentos estimados	2019M01	493
44 Teruel	Número de apartamentos estimados	2018M12	490
44 Teruel	Número de apartamentos estimados	2018M11	490
44 Teruel	Número de apartamentos estimados	2018M10	493
44 Teruel	Número de apartamentos estimados	2018M09	500
44 Teruel	Número de apartamentos estimados	2018M08	525
44 Teruel	Número de apartamentos estimados	2018M07	525
44 Teruel	Número de apartamentos estimados	2018M06	515
44 Teruel	Número de apartamentos estimados	2018M05	509
44 Teruel	Número de apartamentos estimados	2018M04	500
44 Teruel	Número de apartamentos estimados	2018M03	497
44 Teruel	Número de apartamentos estimados	2018M02	496
44 Teruel	Número de apartamentos estimados	2018M01	479
44 Teruel	Número de apartamentos estimados	2017M12	506
44 Teruel	Número de apartamentos estimados	2017M11	462
44 Teruel	Número de apartamentos estimados	2017M10	462
44 Teruel	Número de apartamentos estimados	2017M09	463
44 Teruel	Número de apartamentos estimados	2017M08	500
44 Teruel	Número de apartamentos estimados	2017M07	512
44 Teruel	Número de apartamentos estimados	2017M06	498
44 Teruel	Número de apartamentos estimados	2017M05	496
44 Teruel	Número de apartamentos estimados	2017M04	480
44 Teruel	Número de apartamentos estimados	2017M03	470
44 Teruel	Número de apartamentos estimados	2017M02	465
44 Teruel	Número de apartamentos estimados	2017M01	462
44 Teruel	Número de apartamentos estimados	2016M12	448
44 Teruel	Número de apartamentos estimados	2016M11	434
44 Teruel	Número de apartamentos estimados	2016M10	434
44 Teruel	Número de apartamentos estimados	2016M09	424
44 Teruel	Número de apartamentos estimados	2016M08	432
44 Teruel	Número de apartamentos estimados	2016M07	446
44 Teruel	Número de apartamentos estimados	2016M06	416
44 Teruel	Número de apartamentos estimados	2016M05	406
44 Teruel	Número de apartamentos estimados	2016M04	416
44 Teruel	Número de apartamentos estimados	2016M03	421
44 Teruel	Número de apartamentos estimados	2016M02	382
44 Teruel	Número de apartamentos estimados	2016M01	384
44 Teruel	Número de apartamentos estimados	2015M12	435
44 Teruel	Número de apartamentos estimados	2015M11	420
44 Teruel	Número de apartamentos estimados	2015M10	430
44 Teruel	Número de apartamentos estimados	2015M09	441
44 Teruel	Número de apartamentos estimados	2015M08	432
44 Teruel	Número de apartamentos estimados	2015M07	432
44 Teruel	Número de apartamentos estimados	2015M06	412
44 Teruel	Número de apartamentos estimados	2015M05	409
44 Teruel	Número de apartamentos estimados	2015M04	422
44 Teruel	Número de apartamentos estimados	2015M03	430
44 Teruel	Número de apartamentos estimados	2015M02	424
44 Teruel	Número de apartamentos estimados	2015M01	436
44 Teruel	Número de apartamentos estimados	2014M12	442
44 Teruel	Número de apartamentos estimados	2014M11	447
44 Teruel	Número de apartamentos estimados	2014M10	444
44 Teruel	Número de apartamentos estimados	2014M09	449
44 Teruel	Número de apartamentos estimados	2014M08	451
44 Teruel	Número de apartamentos estimados	2014M07	447
44 Teruel	Número de apartamentos estimados	2014M06	442
44 Teruel	Número de apartamentos estimados	2014M05	427
44 Teruel	Número de apartamentos estimados	2014M04	422
44 Teruel	Número de apartamentos estimados	2014M03	426
44 Teruel	Número de apartamentos estimados	2014M02	424
44 Teruel	Número de apartamentos estimados	2014M01	423
44 Teruel	Número de apartamentos estimados	2013M12	""
44 Teruel	Número de apartamentos estimados	2013M11	""
44 Teruel	Número de apartamentos estimados	2013M10	""
44 Teruel	Número de apartamentos estimados	2013M09	""
44 Teruel	Número de apartamentos estimados	2013M08	""
44 Teruel	Número de apartamentos estimados	2013M07	""
44 Teruel	Número de apartamentos estimados	2013M06	""
44 Teruel	Número de apartamentos estimados	2013M05	""
44 Teruel	Número de apartamentos estimados	2013M04	""
44 Teruel	Número de apartamentos estimados	2013M03	""
44 Teruel	Número de apartamentos estimados	2013M02	""
44 Teruel	Número de apartamentos estimados	2013M01	""
44 Teruel	Número de apartamentos estimados	2012M12	""
44 Teruel	Número de apartamentos estimados	2012M11	""
44 Teruel	Número de apartamentos estimados	2012M10	""
44 Teruel	Número de apartamentos estimados	2012M09	""
44 Teruel	Número de apartamentos estimados	2012M08	""
44 Teruel	Número de apartamentos estimados	2012M07	""
44 Teruel	Número de apartamentos estimados	2012M06	""
44 Teruel	Número de apartamentos estimados	2012M05	""
44 Teruel	Número de apartamentos estimados	2012M04	""
44 Teruel	Número de apartamentos estimados	2012M03	""
44 Teruel	Número de apartamentos estimados	2012M02	""
44 Teruel	Número de apartamentos estimados	2012M01	""
