Provincias	Establecimientos y personal empleado (plazas)	Periodo	Total
40 Segovia	Número de plazas estimadas	2012M06	""
40 Segovia	Número de plazas estimadas	2012M05	""
40 Segovia	Número de plazas estimadas	2012M04	""
40 Segovia	Número de plazas estimadas	2012M03	""
40 Segovia	Número de plazas estimadas	2012M02	""
40 Segovia	Número de plazas estimadas	2012M01	""
40 Segovia	Número de plazas estimadas	2011M12	""
40 Segovia	Número de plazas estimadas	2011M11	""
40 Segovia	Número de plazas estimadas	2011M10	""
40 Segovia	Número de plazas estimadas	2011M09	""
40 Segovia	Número de plazas estimadas	2011M08	""
40 Segovia	Número de plazas estimadas	2011M07	""
40 Segovia	Número de plazas estimadas	2011M06	""
40 Segovia	Número de plazas estimadas	2011M05	""
40 Segovia	Número de plazas estimadas	2011M04	""
40 Segovia	Número de plazas estimadas	2011M03	""
40 Segovia	Número de plazas estimadas	2011M02	""
40 Segovia	Número de plazas estimadas	2011M01	""
40 Segovia	Número de plazas estimadas	2010M12	""
40 Segovia	Número de plazas estimadas	2010M11	""
40 Segovia	Número de plazas estimadas	2010M10	""
40 Segovia	Número de plazas estimadas	2010M09	""
40 Segovia	Número de plazas estimadas	2010M08	""
40 Segovia	Número de plazas estimadas	2010M07	""
40 Segovia	Número de plazas estimadas	2010M06	""
40 Segovia	Número de plazas estimadas	2010M05	""
40 Segovia	Número de plazas estimadas	2010M04	""
40 Segovia	Número de plazas estimadas	2010M03	""
40 Segovia	Número de plazas estimadas	2010M02	""
40 Segovia	Número de plazas estimadas	2010M01	""
40 Segovia	Número de plazas estimadas	2009M12	""
40 Segovia	Número de plazas estimadas	2009M11	""
40 Segovia	Número de plazas estimadas	2009M10	""
40 Segovia	Número de plazas estimadas	2009M09	""
40 Segovia	Número de plazas estimadas	2009M08	""
40 Segovia	Número de plazas estimadas	2009M07	""
40 Segovia	Número de plazas estimadas	2009M06	""
40 Segovia	Número de plazas estimadas	2009M05	""
40 Segovia	Número de plazas estimadas	2009M04	""
40 Segovia	Número de plazas estimadas	2009M03	""
40 Segovia	Número de plazas estimadas	2009M02	""
40 Segovia	Número de plazas estimadas	2009M01	""
40 Segovia	Número de plazas estimadas	2008M12	""
40 Segovia	Número de plazas estimadas	2008M11	""
40 Segovia	Número de plazas estimadas	2008M10	""
40 Segovia	Número de plazas estimadas	2008M09	""
40 Segovia	Número de plazas estimadas	2008M08	""
40 Segovia	Número de plazas estimadas	2008M07	""
40 Segovia	Número de plazas estimadas	2008M06	""
40 Segovia	Número de plazas estimadas	2008M05	""
40 Segovia	Número de plazas estimadas	2008M04	""
40 Segovia	Número de plazas estimadas	2008M03	""
40 Segovia	Número de plazas estimadas	2008M02	""
40 Segovia	Número de plazas estimadas	2008M01	""
40 Segovia	Número de plazas estimadas	2007M12	""
40 Segovia	Número de plazas estimadas	2007M11	""
40 Segovia	Número de plazas estimadas	2007M10	""
40 Segovia	Número de plazas estimadas	2007M09	""
40 Segovia	Número de plazas estimadas	2007M08	""
40 Segovia	Número de plazas estimadas	2007M07	""
40 Segovia	Número de plazas estimadas	2007M06	""
40 Segovia	Número de plazas estimadas	2007M05	""
40 Segovia	Número de plazas estimadas	2007M04	""
40 Segovia	Número de plazas estimadas	2007M03	""
40 Segovia	Número de plazas estimadas	2007M02	""
40 Segovia	Número de plazas estimadas	2007M01	""
40 Segovia	Número de plazas estimadas	2006M12	""
40 Segovia	Número de plazas estimadas	2006M11	""
40 Segovia	Número de plazas estimadas	2006M10	""
40 Segovia	Número de plazas estimadas	2006M09	""
40 Segovia	Número de plazas estimadas	2006M08	""
40 Segovia	Número de plazas estimadas	2006M07	""
40 Segovia	Número de plazas estimadas	2006M06	""
40 Segovia	Número de plazas estimadas	2006M05	""
40 Segovia	Número de plazas estimadas	2006M04	""
40 Segovia	Número de plazas estimadas	2006M03	""
40 Segovia	Número de plazas estimadas	2006M02	""
40 Segovia	Número de plazas estimadas	2006M01	""
40 Segovia	Número de plazas estimadas	2005M12	""
40 Segovia	Número de plazas estimadas	2005M11	""
40 Segovia	Número de plazas estimadas	2005M10	""
40 Segovia	Número de plazas estimadas	2005M09	""
40 Segovia	Número de plazas estimadas	2005M08	""
40 Segovia	Número de plazas estimadas	2005M07	""
40 Segovia	Número de plazas estimadas	2005M06	""
40 Segovia	Número de plazas estimadas	2005M05	""
40 Segovia	Número de plazas estimadas	2005M04	""
40 Segovia	Número de plazas estimadas	2005M03	""
40 Segovia	Número de plazas estimadas	2005M02	""
40 Segovia	Número de plazas estimadas	2005M01	""
41 Sevilla	Número de plazas estimadas	2024M09	9.412
41 Sevilla	Número de plazas estimadas	2024M08	9.383
41 Sevilla	Número de plazas estimadas	2024M07	9.321
41 Sevilla	Número de plazas estimadas	2024M06	9.130
41 Sevilla	Número de plazas estimadas	2024M05	9.310
41 Sevilla	Número de plazas estimadas	2024M04	9.373
41 Sevilla	Número de plazas estimadas	2024M03	8.634
41 Sevilla	Número de plazas estimadas	2024M02	8.902
41 Sevilla	Número de plazas estimadas	2024M01	8.810
41 Sevilla	Número de plazas estimadas	2023M12	9.970
41 Sevilla	Número de plazas estimadas	2023M11	10.028
41 Sevilla	Número de plazas estimadas	2023M10	9.589
41 Sevilla	Número de plazas estimadas	2023M09	9.532
41 Sevilla	Número de plazas estimadas	2023M08	9.569
41 Sevilla	Número de plazas estimadas	2023M07	9.531
41 Sevilla	Número de plazas estimadas	2023M06	8.879
41 Sevilla	Número de plazas estimadas	2023M05	8.998
41 Sevilla	Número de plazas estimadas	2023M04	8.598
41 Sevilla	Número de plazas estimadas	2023M03	8.306
41 Sevilla	Número de plazas estimadas	2023M02	8.497
41 Sevilla	Número de plazas estimadas	2023M01	8.274
41 Sevilla	Número de plazas estimadas	2022M12	7.416
41 Sevilla	Número de plazas estimadas	2022M11	7.543
41 Sevilla	Número de plazas estimadas	2022M10	7.767
41 Sevilla	Número de plazas estimadas	2022M09	7.813
41 Sevilla	Número de plazas estimadas	2022M08	7.309
41 Sevilla	Número de plazas estimadas	2022M07	7.068
41 Sevilla	Número de plazas estimadas	2022M06	7.710
41 Sevilla	Número de plazas estimadas	2022M05	7.670
41 Sevilla	Número de plazas estimadas	2022M04	6.672
41 Sevilla	Número de plazas estimadas	2022M03	6.676
41 Sevilla	Número de plazas estimadas	2022M02	6.563
41 Sevilla	Número de plazas estimadas	2022M01	6.286
41 Sevilla	Número de plazas estimadas	2021M12	6.650
41 Sevilla	Número de plazas estimadas	2021M11	6.501
41 Sevilla	Número de plazas estimadas	2021M10	6.685
41 Sevilla	Número de plazas estimadas	2021M09	6.456
41 Sevilla	Número de plazas estimadas	2021M08	6.197
41 Sevilla	Número de plazas estimadas	2021M07	6.212
41 Sevilla	Número de plazas estimadas	2021M06	6.215
41 Sevilla	Número de plazas estimadas	2021M05	5.900
41 Sevilla	Número de plazas estimadas	2021M04	5.735
41 Sevilla	Número de plazas estimadas	2021M03	6.312
41 Sevilla	Número de plazas estimadas	2021M02	5.516
41 Sevilla	Número de plazas estimadas	2021M01	5.215
41 Sevilla	Número de plazas estimadas	2020M12	4.749
41 Sevilla	Número de plazas estimadas	2020M11	4.699
41 Sevilla	Número de plazas estimadas	2020M10	4.928
41 Sevilla	Número de plazas estimadas	2020M09	5.158
41 Sevilla	Número de plazas estimadas	2020M08	4.349
41 Sevilla	Número de plazas estimadas	2020M07	4.098
41 Sevilla	Número de plazas estimadas	2020M06	2.806
41 Sevilla	Número de plazas estimadas	2020M05	2.260
41 Sevilla	Número de plazas estimadas	2020M04	0
41 Sevilla	Número de plazas estimadas	2020M03	2.853
41 Sevilla	Número de plazas estimadas	2020M02	6.477
41 Sevilla	Número de plazas estimadas	2020M01	6.475
41 Sevilla	Número de plazas estimadas	2019M12	6.597
41 Sevilla	Número de plazas estimadas	2019M11	6.463
41 Sevilla	Número de plazas estimadas	2019M10	6.233
41 Sevilla	Número de plazas estimadas	2019M09	6.366
41 Sevilla	Número de plazas estimadas	2019M08	6.340
41 Sevilla	Número de plazas estimadas	2019M07	6.354
41 Sevilla	Número de plazas estimadas	2019M06	6.491
41 Sevilla	Número de plazas estimadas	2019M05	6.446
41 Sevilla	Número de plazas estimadas	2019M04	6.430
41 Sevilla	Número de plazas estimadas	2019M03	6.345
41 Sevilla	Número de plazas estimadas	2019M02	6.299
41 Sevilla	Número de plazas estimadas	2019M01	6.282
41 Sevilla	Número de plazas estimadas	2018M12	6.617
41 Sevilla	Número de plazas estimadas	2018M11	6.518
41 Sevilla	Número de plazas estimadas	2018M10	6.392
41 Sevilla	Número de plazas estimadas	2018M09	6.381
41 Sevilla	Número de plazas estimadas	2018M08	6.355
41 Sevilla	Número de plazas estimadas	2018M07	6.155
41 Sevilla	Número de plazas estimadas	2018M06	6.190
41 Sevilla	Número de plazas estimadas	2018M05	5.883
41 Sevilla	Número de plazas estimadas	2018M04	6.054
41 Sevilla	Número de plazas estimadas	2018M03	5.819
41 Sevilla	Número de plazas estimadas	2018M02	5.726
41 Sevilla	Número de plazas estimadas	2018M01	5.679
41 Sevilla	Número de plazas estimadas	2017M12	5.505
41 Sevilla	Número de plazas estimadas	2017M11	5.640
41 Sevilla	Número de plazas estimadas	2017M10	5.708
41 Sevilla	Número de plazas estimadas	2017M09	5.768
41 Sevilla	Número de plazas estimadas	2017M08	5.649
41 Sevilla	Número de plazas estimadas	2017M07	5.597
41 Sevilla	Número de plazas estimadas	2017M06	5.549
41 Sevilla	Número de plazas estimadas	2017M05	5.671
41 Sevilla	Número de plazas estimadas	2017M04	5.448
41 Sevilla	Número de plazas estimadas	2017M03	5.468
41 Sevilla	Número de plazas estimadas	2017M02	5.396
41 Sevilla	Número de plazas estimadas	2017M01	5.232
41 Sevilla	Número de plazas estimadas	2016M12	5.040
41 Sevilla	Número de plazas estimadas	2016M11	4.841
41 Sevilla	Número de plazas estimadas	2016M10	4.885
41 Sevilla	Número de plazas estimadas	2016M09	4.555
41 Sevilla	Número de plazas estimadas	2016M08	4.192
41 Sevilla	Número de plazas estimadas	2016M07	4.227
41 Sevilla	Número de plazas estimadas	2016M06	4.280
41 Sevilla	Número de plazas estimadas	2016M05	4.298
41 Sevilla	Número de plazas estimadas	2016M04	4.307
41 Sevilla	Número de plazas estimadas	2016M03	4.211
41 Sevilla	Número de plazas estimadas	2016M02	4.088
41 Sevilla	Número de plazas estimadas	2016M01	4.306
41 Sevilla	Número de plazas estimadas	2015M12	4.401
41 Sevilla	Número de plazas estimadas	2015M11	4.240
41 Sevilla	Número de plazas estimadas	2015M10	4.370
41 Sevilla	Número de plazas estimadas	2015M09	4.327
41 Sevilla	Número de plazas estimadas	2015M08	4.188
41 Sevilla	Número de plazas estimadas	2015M07	4.205
41 Sevilla	Número de plazas estimadas	2015M06	4.165
41 Sevilla	Número de plazas estimadas	2015M05	4.213
41 Sevilla	Número de plazas estimadas	2015M04	4.281
41 Sevilla	Número de plazas estimadas	2015M03	4.297
41 Sevilla	Número de plazas estimadas	2015M02	4.260
41 Sevilla	Número de plazas estimadas	2015M01	4.259
41 Sevilla	Número de plazas estimadas	2014M12	4.047
41 Sevilla	Número de plazas estimadas	2014M11	3.997
41 Sevilla	Número de plazas estimadas	2014M10	4.072
41 Sevilla	Número de plazas estimadas	2014M09	4.236
41 Sevilla	Número de plazas estimadas	2014M08	4.269
41 Sevilla	Número de plazas estimadas	2014M07	4.289
41 Sevilla	Número de plazas estimadas	2014M06	4.522
41 Sevilla	Número de plazas estimadas	2014M05	4.501
41 Sevilla	Número de plazas estimadas	2014M04	4.447
41 Sevilla	Número de plazas estimadas	2014M03	4.598
41 Sevilla	Número de plazas estimadas	2014M02	4.544
41 Sevilla	Número de plazas estimadas	2014M01	4.441
41 Sevilla	Número de plazas estimadas	2013M12	4.391
41 Sevilla	Número de plazas estimadas	2013M11	4.385
41 Sevilla	Número de plazas estimadas	2013M10	4.496
41 Sevilla	Número de plazas estimadas	2013M09	4.557
41 Sevilla	Número de plazas estimadas	2013M08	4.513
41 Sevilla	Número de plazas estimadas	2013M07	4.415
41 Sevilla	Número de plazas estimadas	2013M06	4.314
41 Sevilla	Número de plazas estimadas	2013M05	4.151
41 Sevilla	Número de plazas estimadas	2013M04	4.103
41 Sevilla	Número de plazas estimadas	2013M03	4.393
41 Sevilla	Número de plazas estimadas	2013M02	4.202
41 Sevilla	Número de plazas estimadas	2013M01	4.172
41 Sevilla	Número de plazas estimadas	2012M12	4.113
41 Sevilla	Número de plazas estimadas	2012M11	4.170
41 Sevilla	Número de plazas estimadas	2012M10	3.913
41 Sevilla	Número de plazas estimadas	2012M09	3.554
41 Sevilla	Número de plazas estimadas	2012M08	3.485
41 Sevilla	Número de plazas estimadas	2012M07	3.536
41 Sevilla	Número de plazas estimadas	2012M06	3.517
41 Sevilla	Número de plazas estimadas	2012M05	3.442
41 Sevilla	Número de plazas estimadas	2012M04	3.383
41 Sevilla	Número de plazas estimadas	2012M03	2.927
41 Sevilla	Número de plazas estimadas	2012M02	2.844
41 Sevilla	Número de plazas estimadas	2012M01	2.987
41 Sevilla	Número de plazas estimadas	2011M12	2.816
41 Sevilla	Número de plazas estimadas	2011M11	2.903
41 Sevilla	Número de plazas estimadas	2011M10	2.896
41 Sevilla	Número de plazas estimadas	2011M09	2.837
41 Sevilla	Número de plazas estimadas	2011M08	2.843
41 Sevilla	Número de plazas estimadas	2011M07	2.725
41 Sevilla	Número de plazas estimadas	2011M06	2.724
41 Sevilla	Número de plazas estimadas	2011M05	2.706
41 Sevilla	Número de plazas estimadas	2011M04	2.711
41 Sevilla	Número de plazas estimadas	2011M03	2.633
41 Sevilla	Número de plazas estimadas	2011M02	2.647
41 Sevilla	Número de plazas estimadas	2011M01	2.620
41 Sevilla	Número de plazas estimadas	2010M12	2.587
41 Sevilla	Número de plazas estimadas	2010M11	2.450
41 Sevilla	Número de plazas estimadas	2010M10	2.310
41 Sevilla	Número de plazas estimadas	2010M09	2.264
41 Sevilla	Número de plazas estimadas	2010M08	2.268
41 Sevilla	Número de plazas estimadas	2010M07	2.305
41 Sevilla	Número de plazas estimadas	2010M06	2.187
41 Sevilla	Número de plazas estimadas	2010M05	2.178
41 Sevilla	Número de plazas estimadas	2010M04	2.189
41 Sevilla	Número de plazas estimadas	2010M03	2.195
41 Sevilla	Número de plazas estimadas	2010M02	1.995
41 Sevilla	Número de plazas estimadas	2010M01	1.755
41 Sevilla	Número de plazas estimadas	2009M12	1.584
41 Sevilla	Número de plazas estimadas	2009M11	1.947
41 Sevilla	Número de plazas estimadas	2009M10	1.929
41 Sevilla	Número de plazas estimadas	2009M09	1.952
41 Sevilla	Número de plazas estimadas	2009M08	1.767
41 Sevilla	Número de plazas estimadas	2009M07	1.764
41 Sevilla	Número de plazas estimadas	2009M06	1.784
41 Sevilla	Número de plazas estimadas	2009M05	1.958
41 Sevilla	Número de plazas estimadas	2009M04	1.829
41 Sevilla	Número de plazas estimadas	2009M03	1.962
41 Sevilla	Número de plazas estimadas	2009M02	1.940
41 Sevilla	Número de plazas estimadas	2009M01	1.787
41 Sevilla	Número de plazas estimadas	2008M12	1.750
41 Sevilla	Número de plazas estimadas	2008M11	1.777
41 Sevilla	Número de plazas estimadas	2008M10	1.765
41 Sevilla	Número de plazas estimadas	2008M09	1.409
41 Sevilla	Número de plazas estimadas	2008M08	1.416
41 Sevilla	Número de plazas estimadas	2008M07	1.679
41 Sevilla	Número de plazas estimadas	2008M06	1.552
41 Sevilla	Número de plazas estimadas	2008M05	1.568
41 Sevilla	Número de plazas estimadas	2008M04	1.537
41 Sevilla	Número de plazas estimadas	2008M03	1.521
41 Sevilla	Número de plazas estimadas	2008M02	1.383
41 Sevilla	Número de plazas estimadas	2008M01	1.365
41 Sevilla	Número de plazas estimadas	2007M12	1.399
41 Sevilla	Número de plazas estimadas	2007M11	1.344
41 Sevilla	Número de plazas estimadas	2007M10	1.356
41 Sevilla	Número de plazas estimadas	2007M09	1.328
41 Sevilla	Número de plazas estimadas	2007M08	1.451
41 Sevilla	Número de plazas estimadas	2007M07	1.454
41 Sevilla	Número de plazas estimadas	2007M06	1.431
41 Sevilla	Número de plazas estimadas	2007M05	1.442
41 Sevilla	Número de plazas estimadas	2007M04	1.442
41 Sevilla	Número de plazas estimadas	2007M03	1.442
41 Sevilla	Número de plazas estimadas	2007M02	1.442
41 Sevilla	Número de plazas estimadas	2007M01	1.442
41 Sevilla	Número de plazas estimadas	2006M12	996
41 Sevilla	Número de plazas estimadas	2006M11	1.008
41 Sevilla	Número de plazas estimadas	2006M10	1.004
41 Sevilla	Número de plazas estimadas	2006M09	970
41 Sevilla	Número de plazas estimadas	2006M08	978
41 Sevilla	Número de plazas estimadas	2006M07	1.009
41 Sevilla	Número de plazas estimadas	2006M06	1.020
41 Sevilla	Número de plazas estimadas	2006M05	996
41 Sevilla	Número de plazas estimadas	2006M04	996
41 Sevilla	Número de plazas estimadas	2006M03	992
41 Sevilla	Número de plazas estimadas	2006M02	992
41 Sevilla	Número de plazas estimadas	2006M01	992
41 Sevilla	Número de plazas estimadas	2005M12	990
41 Sevilla	Número de plazas estimadas	2005M11	991
41 Sevilla	Número de plazas estimadas	2005M10	1.007
41 Sevilla	Número de plazas estimadas	2005M09	1.007
41 Sevilla	Número de plazas estimadas	2005M08	972
41 Sevilla	Número de plazas estimadas	2005M07	986
41 Sevilla	Número de plazas estimadas	2005M06	805
41 Sevilla	Número de plazas estimadas	2005M05	985
41 Sevilla	Número de plazas estimadas	2005M04	986
41 Sevilla	Número de plazas estimadas	2005M03	912
41 Sevilla	Número de plazas estimadas	2005M02	986
41 Sevilla	Número de plazas estimadas	2005M01	808
42 Soria	Número de plazas estimadas	2024M09	411
42 Soria	Número de plazas estimadas	2024M08	461
42 Soria	Número de plazas estimadas	2024M07	501
42 Soria	Número de plazas estimadas	2024M06	432
42 Soria	Número de plazas estimadas	2024M05	439
42 Soria	Número de plazas estimadas	2024M04	453
42 Soria	Número de plazas estimadas	2024M03	446
42 Soria	Número de plazas estimadas	2024M02	348
42 Soria	Número de plazas estimadas	2024M01	450
42 Soria	Número de plazas estimadas	2023M12	566
42 Soria	Número de plazas estimadas	2023M11	639
42 Soria	Número de plazas estimadas	2023M10	631
42 Soria	Número de plazas estimadas	2023M09	631
42 Soria	Número de plazas estimadas	2023M08	629
42 Soria	Número de plazas estimadas	2023M07	761
42 Soria	Número de plazas estimadas	2023M06	523
42 Soria	Número de plazas estimadas	2023M05	511
42 Soria	Número de plazas estimadas	2023M04	535
42 Soria	Número de plazas estimadas	2023M03	460
42 Soria	Número de plazas estimadas	2023M02	479
42 Soria	Número de plazas estimadas	2023M01	381
42 Soria	Número de plazas estimadas	2022M12	521
42 Soria	Número de plazas estimadas	2022M11	517
42 Soria	Número de plazas estimadas	2022M10	521
42 Soria	Número de plazas estimadas	2022M09	530
42 Soria	Número de plazas estimadas	2022M08	525
42 Soria	Número de plazas estimadas	2022M07	526
42 Soria	Número de plazas estimadas	2022M06	508
42 Soria	Número de plazas estimadas	2022M05	508
42 Soria	Número de plazas estimadas	2022M04	522
42 Soria	Número de plazas estimadas	2022M03	430
42 Soria	Número de plazas estimadas	2022M02	446
42 Soria	Número de plazas estimadas	2022M01	497
42 Soria	Número de plazas estimadas	2021M12	364
42 Soria	Número de plazas estimadas	2021M11	401
42 Soria	Número de plazas estimadas	2021M10	375
42 Soria	Número de plazas estimadas	2021M09	388
42 Soria	Número de plazas estimadas	2021M08	358
42 Soria	Número de plazas estimadas	2021M07	377
42 Soria	Número de plazas estimadas	2021M06	358
42 Soria	Número de plazas estimadas	2021M05	358
42 Soria	Número de plazas estimadas	2021M04	.
42 Soria	Número de plazas estimadas	2021M03	334
42 Soria	Número de plazas estimadas	2021M02	.
42 Soria	Número de plazas estimadas	2021M01	320
42 Soria	Número de plazas estimadas	2020M12	332
42 Soria	Número de plazas estimadas	2020M11	.
42 Soria	Número de plazas estimadas	2020M10	448
42 Soria	Número de plazas estimadas	2020M09	412
42 Soria	Número de plazas estimadas	2020M08	508
42 Soria	Número de plazas estimadas	2020M07	463
42 Soria	Número de plazas estimadas	2020M06	132
42 Soria	Número de plazas estimadas	2020M05	.
42 Soria	Número de plazas estimadas	2020M04	0
42 Soria	Número de plazas estimadas	2020M03	.
42 Soria	Número de plazas estimadas	2020M02	454
42 Soria	Número de plazas estimadas	2020M01	231
42 Soria	Número de plazas estimadas	2019M12	292
42 Soria	Número de plazas estimadas	2019M11	342
42 Soria	Número de plazas estimadas	2019M10	348
42 Soria	Número de plazas estimadas	2019M09	351
42 Soria	Número de plazas estimadas	2019M08	355
42 Soria	Número de plazas estimadas	2019M07	355
42 Soria	Número de plazas estimadas	2019M06	348
42 Soria	Número de plazas estimadas	2019M05	356
42 Soria	Número de plazas estimadas	2019M04	356
42 Soria	Número de plazas estimadas	2019M03	355
42 Soria	Número de plazas estimadas	2019M02	368
42 Soria	Número de plazas estimadas	2019M01	235
42 Soria	Número de plazas estimadas	2018M12	334
42 Soria	Número de plazas estimadas	2018M11	393
42 Soria	Número de plazas estimadas	2018M10	389
42 Soria	Número de plazas estimadas	2018M09	389
42 Soria	Número de plazas estimadas	2018M08	389
42 Soria	Número de plazas estimadas	2018M07	386
42 Soria	Número de plazas estimadas	2018M06	385
42 Soria	Número de plazas estimadas	2018M05	380
42 Soria	Número de plazas estimadas	2018M04	378
42 Soria	Número de plazas estimadas	2018M03	396
42 Soria	Número de plazas estimadas	2018M02	401
42 Soria	Número de plazas estimadas	2018M01	320
42 Soria	Número de plazas estimadas	2017M12	417
42 Soria	Número de plazas estimadas	2017M11	416
42 Soria	Número de plazas estimadas	2017M10	358
42 Soria	Número de plazas estimadas	2017M09	358
42 Soria	Número de plazas estimadas	2017M08	364
42 Soria	Número de plazas estimadas	2017M07	352
42 Soria	Número de plazas estimadas	2017M06	352
42 Soria	Número de plazas estimadas	2017M05	361
42 Soria	Número de plazas estimadas	2017M04	366
42 Soria	Número de plazas estimadas	2017M03	307
42 Soria	Número de plazas estimadas	2017M02	300
42 Soria	Número de plazas estimadas	2017M01	288
42 Soria	Número de plazas estimadas	2016M12	365
42 Soria	Número de plazas estimadas	2016M11	366
42 Soria	Número de plazas estimadas	2016M10	364
42 Soria	Número de plazas estimadas	2016M09	364
42 Soria	Número de plazas estimadas	2016M08	364
42 Soria	Número de plazas estimadas	2016M07	354
42 Soria	Número de plazas estimadas	2016M06	364
42 Soria	Número de plazas estimadas	2016M05	366
42 Soria	Número de plazas estimadas	2016M04	366
42 Soria	Número de plazas estimadas	2016M03	365
42 Soria	Número de plazas estimadas	2016M02	302
42 Soria	Número de plazas estimadas	2016M01	296
42 Soria	Número de plazas estimadas	2015M12	322
42 Soria	Número de plazas estimadas	2015M11	350
42 Soria	Número de plazas estimadas	2015M10	349
42 Soria	Número de plazas estimadas	2015M09	230
42 Soria	Número de plazas estimadas	2015M08	240
42 Soria	Número de plazas estimadas	2015M07	230
42 Soria	Número de plazas estimadas	2015M06	240
42 Soria	Número de plazas estimadas	2015M05	240
42 Soria	Número de plazas estimadas	2015M04	240
42 Soria	Número de plazas estimadas	2015M03	218
42 Soria	Número de plazas estimadas	2015M02	215
42 Soria	Número de plazas estimadas	2015M01	210
42 Soria	Número de plazas estimadas	2014M12	213
42 Soria	Número de plazas estimadas	2014M11	237
42 Soria	Número de plazas estimadas	2014M10	240
42 Soria	Número de plazas estimadas	2014M09	240
42 Soria	Número de plazas estimadas	2014M08	240
42 Soria	Número de plazas estimadas	2014M07	240
42 Soria	Número de plazas estimadas	2014M06	236
42 Soria	Número de plazas estimadas	2014M05	236
42 Soria	Número de plazas estimadas	2014M04	236
42 Soria	Número de plazas estimadas	2014M03	258
42 Soria	Número de plazas estimadas	2014M02	252
42 Soria	Número de plazas estimadas	2014M01	228
42 Soria	Número de plazas estimadas	2013M12	""
42 Soria	Número de plazas estimadas	2013M11	""
42 Soria	Número de plazas estimadas	2013M10	""
42 Soria	Número de plazas estimadas	2013M09	""
42 Soria	Número de plazas estimadas	2013M08	""
42 Soria	Número de plazas estimadas	2013M07	""
42 Soria	Número de plazas estimadas	2013M06	""
42 Soria	Número de plazas estimadas	2013M05	""
42 Soria	Número de plazas estimadas	2013M04	""
42 Soria	Número de plazas estimadas	2013M03	""
42 Soria	Número de plazas estimadas	2013M02	""
42 Soria	Número de plazas estimadas	2013M01	""
42 Soria	Número de plazas estimadas	2012M12	""
42 Soria	Número de plazas estimadas	2012M11	""
42 Soria	Número de plazas estimadas	2012M10	""
42 Soria	Número de plazas estimadas	2012M09	""
42 Soria	Número de plazas estimadas	2012M08	""
42 Soria	Número de plazas estimadas	2012M07	""
42 Soria	Número de plazas estimadas	2012M06	""
42 Soria	Número de plazas estimadas	2012M05	""
42 Soria	Número de plazas estimadas	2012M04	""
42 Soria	Número de plazas estimadas	2012M03	""
42 Soria	Número de plazas estimadas	2012M02	""
42 Soria	Número de plazas estimadas	2012M01	""
42 Soria	Número de plazas estimadas	2011M12	""
42 Soria	Número de plazas estimadas	2011M11	""
42 Soria	Número de plazas estimadas	2011M10	""
42 Soria	Número de plazas estimadas	2011M09	""
42 Soria	Número de plazas estimadas	2011M08	""
42 Soria	Número de plazas estimadas	2011M07	""
42 Soria	Número de plazas estimadas	2011M06	""
42 Soria	Número de plazas estimadas	2011M05	""
42 Soria	Número de plazas estimadas	2011M04	""
42 Soria	Número de plazas estimadas	2011M03	""
42 Soria	Número de plazas estimadas	2011M02	""
42 Soria	Número de plazas estimadas	2011M01	""
42 Soria	Número de plazas estimadas	2010M12	""
42 Soria	Número de plazas estimadas	2010M11	""
42 Soria	Número de plazas estimadas	2010M10	""
42 Soria	Número de plazas estimadas	2010M09	""
42 Soria	Número de plazas estimadas	2010M08	""
42 Soria	Número de plazas estimadas	2010M07	""
42 Soria	Número de plazas estimadas	2010M06	""
42 Soria	Número de plazas estimadas	2010M05	""
42 Soria	Número de plazas estimadas	2010M04	""
42 Soria	Número de plazas estimadas	2010M03	""
42 Soria	Número de plazas estimadas	2010M02	""
42 Soria	Número de plazas estimadas	2010M01	""
42 Soria	Número de plazas estimadas	2009M12	""
42 Soria	Número de plazas estimadas	2009M11	""
42 Soria	Número de plazas estimadas	2009M10	""
42 Soria	Número de plazas estimadas	2009M09	""
42 Soria	Número de plazas estimadas	2009M08	""
42 Soria	Número de plazas estimadas	2009M07	""
42 Soria	Número de plazas estimadas	2009M06	""
42 Soria	Número de plazas estimadas	2009M05	""
42 Soria	Número de plazas estimadas	2009M04	""
42 Soria	Número de plazas estimadas	2009M03	""
42 Soria	Número de plazas estimadas	2009M02	""
42 Soria	Número de plazas estimadas	2009M01	""
42 Soria	Número de plazas estimadas	2008M12	""
42 Soria	Número de plazas estimadas	2008M11	""
42 Soria	Número de plazas estimadas	2008M10	""
42 Soria	Número de plazas estimadas	2008M09	""
42 Soria	Número de plazas estimadas	2008M08	""
42 Soria	Número de plazas estimadas	2008M07	""
42 Soria	Número de plazas estimadas	2008M06	""
42 Soria	Número de plazas estimadas	2008M05	""
42 Soria	Número de plazas estimadas	2008M04	""
42 Soria	Número de plazas estimadas	2008M03	""
42 Soria	Número de plazas estimadas	2008M02	""
42 Soria	Número de plazas estimadas	2008M01	""
42 Soria	Número de plazas estimadas	2007M12	""
42 Soria	Número de plazas estimadas	2007M11	""
42 Soria	Número de plazas estimadas	2007M10	""
42 Soria	Número de plazas estimadas	2007M09	""
42 Soria	Número de plazas estimadas	2007M08	""
42 Soria	Número de plazas estimadas	2007M07	""
42 Soria	Número de plazas estimadas	2007M06	""
42 Soria	Número de plazas estimadas	2007M05	""
42 Soria	Número de plazas estimadas	2007M04	""
42 Soria	Número de plazas estimadas	2007M03	""
42 Soria	Número de plazas estimadas	2007M02	""
42 Soria	Número de plazas estimadas	2007M01	""
