Edad simple;Provincias;Sexo;Periodo;Total
Todas las edades;32 Ourense;Total;1 de enero de 2019;307.764
Todas las edades;32 Ourense;Total;1 de octubre de 2018;""
Todas las edades;32 Ourense;Total;1 de julio de 2018;307.992
Todas las edades;32 Ourense;Total;1 de abril de 2018;""
Todas las edades;32 Ourense;Total;1 de enero de 2018;309.290
Todas las edades;32 Ourense;Total;1 de octubre de 2017;""
Todas las edades;32 Ourense;Total;1 de julio de 2017;309.853
Todas las edades;32 Ourense;Total;1 de abril de 2017;""
Todas las edades;32 Ourense;Total;1 de enero de 2017;311.385
Todas las edades;32 Ourense;Total;1 de octubre de 2016;""
Todas las edades;32 Ourense;Total;1 de julio de 2016;312.649
Todas las edades;32 Ourense;Total;1 de abril de 2016;""
Todas las edades;32 Ourense;Total;1 de enero de 2016;314.476
Todas las edades;32 Ourense;Total;1 de octubre de 2015;""
Todas las edades;32 Ourense;Total;1 de julio de 2015;315.914
Todas las edades;32 Ourense;Total;1 de abril de 2015;""
Todas las edades;32 Ourense;Total;1 de enero de 2015;318.288
Todas las edades;32 Ourense;Total;1 de octubre de 2014;""
Todas las edades;32 Ourense;Total;1 de julio de 2014;319.786
Todas las edades;32 Ourense;Total;1 de abril de 2014;""
Todas las edades;32 Ourense;Total;1 de enero de 2014;321.472
Todas las edades;32 Ourense;Total;1 de octubre de 2013;""
Todas las edades;32 Ourense;Total;1 de julio de 2013;322.991
Todas las edades;32 Ourense;Total;1 de abril de 2013;""
Todas las edades;32 Ourense;Total;1 de enero de 2013;325.140
Todas las edades;32 Ourense;Total;1 de octubre de 2012;""
Todas las edades;32 Ourense;Total;1 de julio de 2012;326.207
Todas las edades;32 Ourense;Total;1 de abril de 2012;""
Todas las edades;32 Ourense;Total;1 de enero de 2012;328.188
Todas las edades;32 Ourense;Total;1 de octubre de 2011;""
Todas las edades;32 Ourense;Total;1 de julio de 2011;329.000
Todas las edades;32 Ourense;Total;1 de abril de 2011;""
Todas las edades;32 Ourense;Total;1 de enero de 2011;330.019
Todas las edades;32 Ourense;Total;1 de octubre de 2010;""
Todas las edades;32 Ourense;Total;1 de julio de 2010;330.526
Todas las edades;32 Ourense;Total;1 de abril de 2010;""
Todas las edades;32 Ourense;Total;1 de enero de 2010;331.649
Todas las edades;32 Ourense;Total;1 de octubre de 2009;""
Todas las edades;32 Ourense;Total;1 de julio de 2009;331.710
Todas las edades;32 Ourense;Total;1 de abril de 2009;""
Todas las edades;32 Ourense;Total;1 de enero de 2009;332.163
Todas las edades;32 Ourense;Total;1 de octubre de 2008;""
Todas las edades;32 Ourense;Total;1 de julio de 2008;332.235
Todas las edades;32 Ourense;Total;1 de abril de 2008;""
Todas las edades;32 Ourense;Total;1 de enero de 2008;332.808
Todas las edades;32 Ourense;Total;1 de octubre de 2007;""
Todas las edades;32 Ourense;Total;1 de julio de 2007;332.897
Todas las edades;32 Ourense;Total;1 de abril de 2007;""
Todas las edades;32 Ourense;Total;1 de enero de 2007;333.549
Todas las edades;32 Ourense;Total;1 de octubre de 2006;""
Todas las edades;32 Ourense;Total;1 de julio de 2006;333.386
Todas las edades;32 Ourense;Total;1 de abril de 2006;""
Todas las edades;32 Ourense;Total;1 de enero de 2006;334.127
Todas las edades;32 Ourense;Total;1 de octubre de 2005;""
Todas las edades;32 Ourense;Total;1 de julio de 2005;334.415
Todas las edades;32 Ourense;Total;1 de abril de 2005;""
Todas las edades;32 Ourense;Total;1 de enero de 2005;335.063
Todas las edades;34 Palencia;Total;1 de enero de 2023;157.787
Todas las edades;34 Palencia;Total;1 de octubre de 2022;157.871
Todas las edades;34 Palencia;Total;1 de julio de 2022;158.005
Todas las edades;34 Palencia;Total;1 de abril de 2022;157.904
Todas las edades;34 Palencia;Total;1 de enero de 2022;157.993
Todas las edades;34 Palencia;Total;1 de octubre de 2021;158.138
Todas las edades;34 Palencia;Total;1 de julio de 2021;158.311
Todas las edades;34 Palencia;Total;1 de abril de 2021;158.569
Todas las edades;34 Palencia;Total;1 de enero de 2021;159.146
Todas las edades;34 Palencia;Total;1 de octubre de 2020;""
Todas las edades;34 Palencia;Total;1 de julio de 2020;159.827
Todas las edades;34 Palencia;Total;1 de abril de 2020;""
Todas las edades;34 Palencia;Total;1 de enero de 2020;160.357
Todas las edades;34 Palencia;Total;1 de octubre de 2019;""
Todas las edades;34 Palencia;Total;1 de julio de 2019;160.625
Todas las edades;34 Palencia;Total;1 de abril de 2019;""
Todas las edades;34 Palencia;Total;1 de enero de 2019;161.053
Todas las edades;34 Palencia;Total;1 de octubre de 2018;""
Todas las edades;34 Palencia;Total;1 de julio de 2018;161.436
Todas las edades;34 Palencia;Total;1 de abril de 2018;""
Todas las edades;34 Palencia;Total;1 de enero de 2018;162.064
Todas las edades;34 Palencia;Total;1 de octubre de 2017;""
Todas las edades;34 Palencia;Total;1 de julio de 2017;162.462
Todas las edades;34 Palencia;Total;1 de abril de 2017;""
Todas las edades;34 Palencia;Total;1 de enero de 2017;163.221
Todas las edades;34 Palencia;Total;1 de octubre de 2016;""
Todas las edades;34 Palencia;Total;1 de julio de 2016;163.755
Todas las edades;34 Palencia;Total;1 de abril de 2016;""
Todas las edades;34 Palencia;Total;1 de enero de 2016;164.421
Todas las edades;34 Palencia;Total;1 de octubre de 2015;""
Todas las edades;34 Palencia;Total;1 de julio de 2015;164.962
Todas las edades;34 Palencia;Total;1 de abril de 2015;""
Todas las edades;34 Palencia;Total;1 de enero de 2015;165.820
Todas las edades;34 Palencia;Total;1 de octubre de 2014;""
Todas las edades;34 Palencia;Total;1 de julio de 2014;166.484
Todas las edades;34 Palencia;Total;1 de abril de 2014;""
Todas las edades;34 Palencia;Total;1 de enero de 2014;167.237
Todas las edades;34 Palencia;Total;1 de octubre de 2013;""
Todas las edades;34 Palencia;Total;1 de julio de 2013;167.818
Todas las edades;34 Palencia;Total;1 de abril de 2013;""
Todas las edades;34 Palencia;Total;1 de enero de 2013;168.670
Todas las edades;34 Palencia;Total;1 de octubre de 2012;""
Todas las edades;34 Palencia;Total;1 de julio de 2012;169.417
Todas las edades;34 Palencia;Total;1 de abril de 2012;""
Todas las edades;34 Palencia;Total;1 de enero de 2012;170.301
Todas las edades;34 Palencia;Total;1 de octubre de 2011;""
Todas las edades;34 Palencia;Total;1 de julio de 2011;170.819
Todas las edades;34 Palencia;Total;1 de abril de 2011;""
Todas las edades;34 Palencia;Total;1 de enero de 2011;171.305
Todas las edades;34 Palencia;Total;1 de octubre de 2010;""
Todas las edades;34 Palencia;Total;1 de julio de 2010;171.543
Todas las edades;34 Palencia;Total;1 de abril de 2010;""
Todas las edades;34 Palencia;Total;1 de enero de 2010;171.894
Todas las edades;34 Palencia;Total;1 de octubre de 2009;""
Todas las edades;34 Palencia;Total;1 de julio de 2009;172.358
Todas las edades;34 Palencia;Total;1 de abril de 2009;""
Todas las edades;34 Palencia;Total;1 de enero de 2009;172.665
Todas las edades;34 Palencia;Total;1 de octubre de 2008;""
Todas las edades;34 Palencia;Total;1 de julio de 2008;172.703
Todas las edades;34 Palencia;Total;1 de abril de 2008;""
Todas las edades;34 Palencia;Total;1 de enero de 2008;172.709
Todas las edades;34 Palencia;Total;1 de octubre de 2007;""
Todas las edades;34 Palencia;Total;1 de julio de 2007;172.739
Todas las edades;34 Palencia;Total;1 de abril de 2007;""
Todas las edades;34 Palencia;Total;1 de enero de 2007;172.566
Todas las edades;34 Palencia;Total;1 de octubre de 2006;""
Todas las edades;34 Palencia;Total;1 de julio de 2006;172.400
Todas las edades;34 Palencia;Total;1 de abril de 2006;""
Todas las edades;34 Palencia;Total;1 de enero de 2006;172.438
Todas las edades;34 Palencia;Total;1 de octubre de 2005;""
Todas las edades;34 Palencia;Total;1 de julio de 2005;172.155
Todas las edades;34 Palencia;Total;1 de abril de 2005;""
Todas las edades;34 Palencia;Total;1 de enero de 2005;172.377
Todas las edades;35 Palmas, Las;Total;1 de enero de 2023;1.145.843
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2022;1.142.688
Todas las edades;35 Palmas, Las;Total;1 de julio de 2022;1.139.398
Todas las edades;35 Palmas, Las;Total;1 de abril de 2022;1.136.069
Todas las edades;35 Palmas, Las;Total;1 de enero de 2022;1.133.733
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2021;1.131.222
Todas las edades;35 Palmas, Las;Total;1 de julio de 2021;1.129.636
Todas las edades;35 Palmas, Las;Total;1 de abril de 2021;1.130.862
Todas las edades;35 Palmas, Las;Total;1 de enero de 2021;1.131.359
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2020;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2020;1.134.048
Todas las edades;35 Palmas, Las;Total;1 de abril de 2020;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2020;1.131.195
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2019;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2019;1.125.339
Todas las edades;35 Palmas, Las;Total;1 de abril de 2019;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2019;1.121.686
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2018;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2018;1.115.535
Todas las edades;35 Palmas, Las;Total;1 de abril de 2018;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2018;1.111.873
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2017;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2017;1.107.549
Todas las edades;35 Palmas, Las;Total;1 de abril de 2017;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2017;1.105.579
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2016;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2016;1.101.817
Todas las edades;35 Palmas, Las;Total;1 de abril de 2016;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2016;1.099.894
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2015;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2015;1.097.430
Todas las edades;35 Palmas, Las;Total;1 de abril de 2015;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2015;1.097.578
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2014;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2014;1.094.934
Todas las edades;35 Palmas, Las;Total;1 de abril de 2014;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2014;1.094.856
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2013;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2013;1.094.631
Todas las edades;35 Palmas, Las;Total;1 de abril de 2013;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2013;1.094.875
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2012;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2012;1.090.168
Todas las edades;35 Palmas, Las;Total;1 de abril de 2012;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2012;1.089.051
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2011;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2011;1.082.604
Todas las edades;35 Palmas, Las;Total;1 de abril de 2011;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2011;1.077.087
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2010;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2010;1.070.800
Todas las edades;35 Palmas, Las;Total;1 de abril de 2010;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2010;1.066.491
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2009;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2009;1.061.052
Todas las edades;35 Palmas, Las;Total;1 de abril de 2009;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2009;1.056.361
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2008;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2008;1.048.847
Todas las edades;35 Palmas, Las;Total;1 de abril de 2008;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2008;1.040.110
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2007;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2007;1.027.754
Todas las edades;35 Palmas, Las;Total;1 de abril de 2007;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2007;1.016.209
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2006;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2006;1.003.280
Todas las edades;35 Palmas, Las;Total;1 de abril de 2006;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2006;991.822
Todas las edades;35 Palmas, Las;Total;1 de octubre de 2005;""
Todas las edades;35 Palmas, Las;Total;1 de julio de 2005;979.761
Todas las edades;35 Palmas, Las;Total;1 de abril de 2005;""
Todas las edades;35 Palmas, Las;Total;1 de enero de 2005;967.922
Todas las edades;36 Pontevedra;Total;1 de enero de 2023;946.710
Todas las edades;36 Pontevedra;Total;1 de octubre de 2022;946.404
Todas las edades;36 Pontevedra;Total;1 de julio de 2022;945.557
Todas las edades;36 Pontevedra;Total;1 de abril de 2022;944.782
Todas las edades;36 Pontevedra;Total;1 de enero de 2022;945.198
Todas las edades;36 Pontevedra;Total;1 de octubre de 2021;944.923
Todas las edades;36 Pontevedra;Total;1 de julio de 2021;944.358
Todas las edades;36 Pontevedra;Total;1 de abril de 2021;945.213
Todas las edades;36 Pontevedra;Total;1 de enero de 2021;946.311
Todas las edades;36 Pontevedra;Total;1 de octubre de 2020;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2020;945.388
Todas las edades;36 Pontevedra;Total;1 de abril de 2020;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2020;946.213
Todas las edades;36 Pontevedra;Total;1 de octubre de 2019;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2019;943.844
Todas las edades;36 Pontevedra;Total;1 de abril de 2019;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2019;942.944
Todas las edades;36 Pontevedra;Total;1 de octubre de 2018;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2018;942.535
Todas las edades;36 Pontevedra;Total;1 de abril de 2018;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2018;942.556
Todas las edades;36 Pontevedra;Total;1 de octubre de 2017;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2017;942.320
Todas las edades;36 Pontevedra;Total;1 de abril de 2017;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2017;944.116
Todas las edades;36 Pontevedra;Total;1 de octubre de 2016;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2016;944.366
Todas las edades;36 Pontevedra;Total;1 de abril de 2016;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2016;945.852
Todas las edades;36 Pontevedra;Total;1 de octubre de 2015;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2015;946.460
Todas las edades;36 Pontevedra;Total;1 de abril de 2015;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2015;948.487
Todas las edades;36 Pontevedra;Total;1 de octubre de 2014;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2014;948.864
Todas las edades;36 Pontevedra;Total;1 de abril de 2014;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2014;950.254
Todas las edades;36 Pontevedra;Total;1 de octubre de 2013;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2013;951.442
Todas las edades;36 Pontevedra;Total;1 de abril de 2013;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2013;953.087
Todas las edades;36 Pontevedra;Total;1 de octubre de 2012;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2012;953.419
Todas las edades;36 Pontevedra;Total;1 de abril de 2012;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2012;954.921
Todas las edades;36 Pontevedra;Total;1 de octubre de 2011;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2011;954.133
Todas las edades;36 Pontevedra;Total;1 de abril de 2011;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2011;953.802
Todas las edades;36 Pontevedra;Total;1 de octubre de 2010;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2010;952.419
Todas las edades;36 Pontevedra;Total;1 de abril de 2010;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2010;951.701
Todas las edades;36 Pontevedra;Total;1 de octubre de 2009;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2009;949.561
Todas las edades;36 Pontevedra;Total;1 de abril de 2009;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2009;947.703
Todas las edades;36 Pontevedra;Total;1 de octubre de 2008;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2008;944.201
Todas las edades;36 Pontevedra;Total;1 de abril de 2008;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2008;940.727
Todas las edades;36 Pontevedra;Total;1 de octubre de 2007;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2007;937.033
Todas las edades;36 Pontevedra;Total;1 de abril de 2007;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2007;933.944
Todas las edades;36 Pontevedra;Total;1 de octubre de 2006;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2006;930.442
Todas las edades;36 Pontevedra;Total;1 de abril de 2006;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2006;927.931
Todas las edades;36 Pontevedra;Total;1 de octubre de 2005;""
Todas las edades;36 Pontevedra;Total;1 de julio de 2005;924.929
Todas las edades;36 Pontevedra;Total;1 de abril de 2005;""
Todas las edades;36 Pontevedra;Total;1 de enero de 2005;922.305
Todas las edades;26 Rioja, La;Total;1 de enero de 2023;322.282
Todas las edades;26 Rioja, La;Total;1 de octubre de 2022;321.679
Todas las edades;26 Rioja, La;Total;1 de julio de 2022;320.985
Todas las edades;26 Rioja, La;Total;1 de abril de 2022;320.156
Todas las edades;26 Rioja, La;Total;1 de enero de 2022;319.617
Todas las edades;26 Rioja, La;Total;1 de octubre de 2021;319.621
Todas las edades;26 Rioja, La;Total;1 de julio de 2021;319.231
Todas las edades;26 Rioja, La;Total;1 de abril de 2021;319.457
Todas las edades;26 Rioja, La;Total;1 de enero de 2021;319.444
Todas las edades;26 Rioja, La;Total;1 de octubre de 2020;""
Todas las edades;26 Rioja, La;Total;1 de julio de 2020;319.123
Todas las edades;26 Rioja, La;Total;1 de abril de 2020;""
Todas las edades;26 Rioja, La;Total;1 de enero de 2020;318.703
Todas las edades;26 Rioja, La;Total;1 de octubre de 2019;""
Todas las edades;26 Rioja, La;Total;1 de julio de 2019;317.044
Todas las edades;26 Rioja, La;Total;1 de abril de 2019;""
Todas las edades;26 Rioja, La;Total;1 de enero de 2019;315.967
Todas las edades;26 Rioja, La;Total;1 de octubre de 2018;""
Todas las edades;26 Rioja, La;Total;1 de julio de 2018;314.882
Todas las edades;26 Rioja, La;Total;1 de abril de 2018;""
Todas las edades;26 Rioja, La;Total;1 de enero de 2018;314.890
Todas las edades;26 Rioja, La;Total;1 de octubre de 2017;""
Todas las edades;26 Rioja, La;Total;1 de julio de 2017;314.155
