Edad simple;Provincias;Sexo;Periodo;Total
Todas las edades;25 Lleida;Total;1 de abril de 2022;442.588
Todas las edades;25 Lleida;Total;1 de enero de 2022;440.883
Todas las edades;25 Lleida;Total;1 de octubre de 2021;439.411
Todas las edades;25 Lleida;Total;1 de julio de 2021;438.325
Todas las edades;25 Lleida;Total;1 de abril de 2021;439.143
Todas las edades;25 Lleida;Total;1 de enero de 2021;439.258
Todas las edades;25 Lleida;Total;1 de octubre de 2020;""
Todas las edades;25 Lleida;Total;1 de julio de 2020;438.140
Todas las edades;25 Lleida;Total;1 de abril de 2020;""
Todas las edades;25 Lleida;Total;1 de enero de 2020;437.508
Todas las edades;25 Lleida;Total;1 de octubre de 2019;""
Todas las edades;25 Lleida;Total;1 de julio de 2019;434.435
Todas las edades;25 Lleida;Total;1 de abril de 2019;""
Todas las edades;25 Lleida;Total;1 de enero de 2019;432.917
Todas las edades;25 Lleida;Total;1 de octubre de 2018;""
Todas las edades;25 Lleida;Total;1 de julio de 2018;430.957
Todas las edades;25 Lleida;Total;1 de abril de 2018;""
Todas las edades;25 Lleida;Total;1 de enero de 2018;430.650
Todas las edades;25 Lleida;Total;1 de octubre de 2017;""
Todas las edades;25 Lleida;Total;1 de julio de 2017;429.826
Todas las edades;25 Lleida;Total;1 de abril de 2017;""
Todas las edades;25 Lleida;Total;1 de enero de 2017;429.821
Todas las edades;25 Lleida;Total;1 de octubre de 2016;""
Todas las edades;25 Lleida;Total;1 de julio de 2016;429.456
Todas las edades;25 Lleida;Total;1 de abril de 2016;""
Todas las edades;25 Lleida;Total;1 de enero de 2016;429.806
Todas las edades;25 Lleida;Total;1 de octubre de 2015;""
Todas las edades;25 Lleida;Total;1 de julio de 2015;430.127
Todas las edades;25 Lleida;Total;1 de abril de 2015;""
Todas las edades;25 Lleida;Total;1 de enero de 2015;431.044
Todas las edades;25 Lleida;Total;1 de octubre de 2014;""
Todas las edades;25 Lleida;Total;1 de julio de 2014;431.465
Todas las edades;25 Lleida;Total;1 de abril de 2014;""
Todas las edades;25 Lleida;Total;1 de enero de 2014;432.397
Todas las edades;25 Lleida;Total;1 de octubre de 2013;""
Todas las edades;25 Lleida;Total;1 de julio de 2013;433.949
Todas las edades;25 Lleida;Total;1 de abril de 2013;""
Todas las edades;25 Lleida;Total;1 de enero de 2013;435.838
Todas las edades;25 Lleida;Total;1 de octubre de 2012;""
Todas las edades;25 Lleida;Total;1 de julio de 2012;436.953
Todas las edades;25 Lleida;Total;1 de abril de 2012;""
Todas las edades;25 Lleida;Total;1 de enero de 2012;438.213
Todas las edades;25 Lleida;Total;1 de octubre de 2011;""
Todas las edades;25 Lleida;Total;1 de julio de 2011;437.306
Todas las edades;25 Lleida;Total;1 de abril de 2011;""
Todas las edades;25 Lleida;Total;1 de enero de 2011;436.689
Todas las edades;25 Lleida;Total;1 de octubre de 2010;""
Todas las edades;25 Lleida;Total;1 de julio de 2010;434.853
Todas las edades;25 Lleida;Total;1 de abril de 2010;""
Todas las edades;25 Lleida;Total;1 de enero de 2010;434.179
Todas las edades;25 Lleida;Total;1 de octubre de 2009;""
Todas las edades;25 Lleida;Total;1 de julio de 2009;432.727
Todas las edades;25 Lleida;Total;1 de abril de 2009;""
Todas las edades;25 Lleida;Total;1 de enero de 2009;431.409
Todas las edades;25 Lleida;Total;1 de octubre de 2008;""
Todas las edades;25 Lleida;Total;1 de julio de 2008;427.956
Todas las edades;25 Lleida;Total;1 de abril de 2008;""
Todas las edades;25 Lleida;Total;1 de enero de 2008;423.484
Todas las edades;25 Lleida;Total;1 de octubre de 2007;""
Todas las edades;25 Lleida;Total;1 de julio de 2007;417.241
Todas las edades;25 Lleida;Total;1 de abril de 2007;""
Todas las edades;25 Lleida;Total;1 de enero de 2007;411.141
Todas las edades;25 Lleida;Total;1 de octubre de 2006;""
Todas las edades;25 Lleida;Total;1 de julio de 2006;405.636
Todas las edades;25 Lleida;Total;1 de abril de 2006;""
Todas las edades;25 Lleida;Total;1 de enero de 2006;401.661
Todas las edades;25 Lleida;Total;1 de octubre de 2005;""
Todas las edades;25 Lleida;Total;1 de julio de 2005;397.386
Todas las edades;25 Lleida;Total;1 de abril de 2005;""
Todas las edades;25 Lleida;Total;1 de enero de 2005;392.921
Todas las edades;27 Lugo;Total;1 de enero de 2023;324.267
Todas las edades;27 Lugo;Total;1 de octubre de 2022;324.007
Todas las edades;27 Lugo;Total;1 de julio de 2022;323.918
Todas las edades;27 Lugo;Total;1 de abril de 2022;323.950
Todas las edades;27 Lugo;Total;1 de enero de 2022;324.240
Todas las edades;27 Lugo;Total;1 de octubre de 2021;324.358
Todas las edades;27 Lugo;Total;1 de julio de 2021;324.597
Todas las edades;27 Lugo;Total;1 de abril de 2021;325.416
Todas las edades;27 Lugo;Total;1 de enero de 2021;326.068
Todas las edades;27 Lugo;Total;1 de octubre de 2020;""
Todas las edades;27 Lugo;Total;1 de julio de 2020;326.511
Todas las edades;27 Lugo;Total;1 de abril de 2020;""
Todas las edades;27 Lugo;Total;1 de enero de 2020;327.573
Todas las edades;27 Lugo;Total;1 de octubre de 2019;""
Todas las edades;27 Lugo;Total;1 de julio de 2019;328.198
Todas las edades;27 Lugo;Total;1 de abril de 2019;""
Todas las edades;27 Lugo;Total;1 de enero de 2019;329.070
Todas las edades;27 Lugo;Total;1 de octubre de 2018;""
Todas las edades;27 Lugo;Total;1 de julio de 2018;329.483
Todas las edades;27 Lugo;Total;1 de abril de 2018;""
Todas las edades;27 Lugo;Total;1 de enero de 2018;331.128
Todas las edades;27 Lugo;Total;1 de octubre de 2017;""
Todas las edades;27 Lugo;Total;1 de julio de 2017;331.983
Todas las edades;27 Lugo;Total;1 de abril de 2017;""
Todas las edades;27 Lugo;Total;1 de enero de 2017;333.152
Todas las edades;27 Lugo;Total;1 de octubre de 2016;""
Todas las edades;27 Lugo;Total;1 de julio de 2016;334.297
Todas las edades;27 Lugo;Total;1 de abril de 2016;""
Todas las edades;27 Lugo;Total;1 de enero de 2016;335.752
Todas las edades;27 Lugo;Total;1 de octubre de 2015;""
Todas las edades;27 Lugo;Total;1 de julio de 2015;336.671
Todas las edades;27 Lugo;Total;1 de abril de 2015;""
Todas las edades;27 Lugo;Total;1 de enero de 2015;338.430
Todas las edades;27 Lugo;Total;1 de octubre de 2014;""
Todas las edades;27 Lugo;Total;1 de julio de 2014;339.645
Todas las edades;27 Lugo;Total;1 de abril de 2014;""
Todas las edades;27 Lugo;Total;1 de enero de 2014;341.495
Todas las edades;27 Lugo;Total;1 de octubre de 2013;""
Todas las edades;27 Lugo;Total;1 de julio de 2013;342.792
Todas las edades;27 Lugo;Total;1 de abril de 2013;""
Todas las edades;27 Lugo;Total;1 de enero de 2013;344.603
Todas las edades;27 Lugo;Total;1 de octubre de 2012;""
Todas las edades;27 Lugo;Total;1 de julio de 2012;345.848
Todas las edades;27 Lugo;Total;1 de abril de 2012;""
Todas las edades;27 Lugo;Total;1 de enero de 2012;347.629
Todas las edades;27 Lugo;Total;1 de octubre de 2011;""
Todas las edades;27 Lugo;Total;1 de julio de 2011;348.524
Todas las edades;27 Lugo;Total;1 de abril de 2011;""
Todas las edades;27 Lugo;Total;1 de enero de 2011;349.525
Todas las edades;27 Lugo;Total;1 de octubre de 2010;""
Todas las edades;27 Lugo;Total;1 de julio de 2010;349.925
Todas las edades;27 Lugo;Total;1 de abril de 2010;""
Todas las edades;27 Lugo;Total;1 de enero de 2010;351.000
Todas las edades;27 Lugo;Total;1 de octubre de 2009;""
Todas las edades;27 Lugo;Total;1 de julio de 2009;351.628
Todas las edades;27 Lugo;Total;1 de abril de 2009;""
Todas las edades;27 Lugo;Total;1 de enero de 2009;352.322
Todas las edades;27 Lugo;Total;1 de octubre de 2008;""
Todas las edades;27 Lugo;Total;1 de julio de 2008;352.170
Todas las edades;27 Lugo;Total;1 de abril de 2008;""
Todas las edades;27 Lugo;Total;1 de enero de 2008;352.633
Todas las edades;27 Lugo;Total;1 de octubre de 2007;""
Todas las edades;27 Lugo;Total;1 de julio de 2007;352.358
Todas las edades;27 Lugo;Total;1 de abril de 2007;""
Todas las edades;27 Lugo;Total;1 de enero de 2007;352.247
Todas las edades;27 Lugo;Total;1 de octubre de 2006;""
Todas las edades;27 Lugo;Total;1 de julio de 2006;352.160
Todas las edades;27 Lugo;Total;1 de abril de 2006;""
Todas las edades;27 Lugo;Total;1 de enero de 2006;352.624
Todas las edades;27 Lugo;Total;1 de octubre de 2005;""
Todas las edades;27 Lugo;Total;1 de julio de 2005;352.787
Todas las edades;27 Lugo;Total;1 de abril de 2005;""
Todas las edades;27 Lugo;Total;1 de enero de 2005;353.357
Todas las edades;28 Madrid;Total;1 de enero de 2023;6.871.903
Todas las edades;28 Madrid;Total;1 de octubre de 2022;6.851.312
Todas las edades;28 Madrid;Total;1 de julio de 2022;6.824.710
Todas las edades;28 Madrid;Total;1 de abril de 2022;6.784.314
Todas las edades;28 Madrid;Total;1 de enero de 2022;6.743.254
Todas las edades;28 Madrid;Total;1 de octubre de 2021;6.732.454
Todas las edades;28 Madrid;Total;1 de julio de 2021;6.717.668
Todas las edades;28 Madrid;Total;1 de abril de 2021;6.716.310
Todas las edades;28 Madrid;Total;1 de enero de 2021;6.726.640
Todas las edades;28 Madrid;Total;1 de octubre de 2020;""
Todas las edades;28 Madrid;Total;1 de julio de 2020;6.728.831
Todas las edades;28 Madrid;Total;1 de abril de 2020;""
Todas las edades;28 Madrid;Total;1 de enero de 2020;6.720.310
Todas las edades;28 Madrid;Total;1 de octubre de 2019;""
Todas las edades;28 Madrid;Total;1 de julio de 2019;6.661.366
Todas las edades;28 Madrid;Total;1 de abril de 2019;""
Todas las edades;28 Madrid;Total;1 de enero de 2019;6.618.078
Todas las edades;28 Madrid;Total;1 de octubre de 2018;""
Todas las edades;28 Madrid;Total;1 de julio de 2018;6.565.459
Todas las edades;28 Madrid;Total;1 de abril de 2018;""
Todas las edades;28 Madrid;Total;1 de enero de 2018;6.529.923
Todas las edades;28 Madrid;Total;1 de octubre de 2017;""
Todas las edades;28 Madrid;Total;1 de julio de 2017;6.486.342
Todas las edades;28 Madrid;Total;1 de abril de 2017;""
Todas las edades;28 Madrid;Total;1 de enero de 2017;6.459.297
Todas las edades;28 Madrid;Total;1 de octubre de 2016;""
Todas las edades;28 Madrid;Total;1 de julio de 2016;6.430.889
Todas las edades;28 Madrid;Total;1 de abril de 2016;""
Todas las edades;28 Madrid;Total;1 de enero de 2016;6.411.466
Todas las edades;28 Madrid;Total;1 de octubre de 2015;""
Todas las edades;28 Madrid;Total;1 de julio de 2015;6.389.833
Todas las edades;28 Madrid;Total;1 de abril de 2015;""
Todas las edades;28 Madrid;Total;1 de enero de 2015;6.375.737
Todas las edades;28 Madrid;Total;1 de octubre de 2014;""
Todas las edades;28 Madrid;Total;1 de julio de 2014;6.369.122
Todas las edades;28 Madrid;Total;1 de abril de 2014;""
Todas las edades;28 Madrid;Total;1 de enero de 2014;6.372.553
Todas las edades;28 Madrid;Total;1 de octubre de 2013;""
Todas las edades;28 Madrid;Total;1 de julio de 2013;6.388.701
Todas las edades;28 Madrid;Total;1 de abril de 2013;""
Todas las edades;28 Madrid;Total;1 de enero de 2013;6.411.525
Todas las edades;28 Madrid;Total;1 de octubre de 2012;""
Todas las edades;28 Madrid;Total;1 de julio de 2012;6.424.025
Todas las edades;28 Madrid;Total;1 de abril de 2012;""
Todas las edades;28 Madrid;Total;1 de enero de 2012;6.425.573
Todas las edades;28 Madrid;Total;1 de octubre de 2011;""
Todas las edades;28 Madrid;Total;1 de julio de 2011;6.409.093
Todas las edades;28 Madrid;Total;1 de abril de 2011;""
Todas las edades;28 Madrid;Total;1 de enero de 2011;6.394.239
Todas las edades;28 Madrid;Total;1 de octubre de 2010;""
Todas las edades;28 Madrid;Total;1 de julio de 2010;6.384.358
Todas las edades;28 Madrid;Total;1 de abril de 2010;""
Todas las edades;28 Madrid;Total;1 de enero de 2010;6.373.532
Todas las edades;28 Madrid;Total;1 de octubre de 2009;""
Todas las edades;28 Madrid;Total;1 de julio de 2009;6.354.091
Todas las edades;28 Madrid;Total;1 de abril de 2009;""
Todas las edades;28 Madrid;Total;1 de enero de 2009;6.327.594
Todas las edades;28 Madrid;Total;1 de octubre de 2008;""
Todas las edades;28 Madrid;Total;1 de julio de 2008;6.283.747
Todas las edades;28 Madrid;Total;1 de abril de 2008;""
Todas las edades;28 Madrid;Total;1 de enero de 2008;6.226.195
Todas las edades;28 Madrid;Total;1 de octubre de 2007;""
Todas las edades;28 Madrid;Total;1 de julio de 2007;6.152.759
Todas las edades;28 Madrid;Total;1 de abril de 2007;""
Todas las edades;28 Madrid;Total;1 de enero de 2007;6.074.984
Todas las edades;28 Madrid;Total;1 de octubre de 2006;""
Todas las edades;28 Madrid;Total;1 de julio de 2006;6.003.925
Todas las edades;28 Madrid;Total;1 de abril de 2006;""
Todas las edades;28 Madrid;Total;1 de enero de 2006;5.953.604
Todas las edades;28 Madrid;Total;1 de octubre de 2005;""
Todas las edades;28 Madrid;Total;1 de julio de 2005;5.912.335
Todas las edades;28 Madrid;Total;1 de abril de 2005;""
Todas las edades;28 Madrid;Total;1 de enero de 2005;5.866.186
Todas las edades;29 Málaga;Total;1 de enero de 2023;1.752.728
Todas las edades;29 Málaga;Total;1 de octubre de 2022;1.744.005
Todas las edades;29 Málaga;Total;1 de julio de 2022;1.733.711
Todas las edades;29 Málaga;Total;1 de abril de 2022;1.723.433
Todas las edades;29 Málaga;Total;1 de enero de 2022;1.715.109
Todas las edades;29 Málaga;Total;1 de octubre de 2021;1.709.747
Todas las edades;29 Málaga;Total;1 de julio de 2021;1.703.801
Todas las edades;29 Málaga;Total;1 de abril de 2021;1.698.091
Todas las edades;29 Málaga;Total;1 de enero de 2021;1.696.955
Todas las edades;29 Málaga;Total;1 de octubre de 2020;""
Todas las edades;29 Málaga;Total;1 de julio de 2020;1.686.076
Todas las edades;29 Málaga;Total;1 de abril de 2020;""
Todas las edades;29 Málaga;Total;1 de enero de 2020;1.683.380
Todas las edades;29 Málaga;Total;1 de octubre de 2019;""
Todas las edades;29 Málaga;Total;1 de julio de 2019;1.670.154
Todas las edades;29 Málaga;Total;1 de abril de 2019;""
Todas las edades;29 Málaga;Total;1 de enero de 2019;1.660.348
Todas las edades;29 Málaga;Total;1 de octubre de 2018;""
Todas las edades;29 Málaga;Total;1 de julio de 2018;1.649.147
Todas las edades;29 Málaga;Total;1 de abril de 2018;""
Todas las edades;29 Málaga;Total;1 de enero de 2018;1.650.068
Todas las edades;29 Málaga;Total;1 de octubre de 2017;""
Todas las edades;29 Málaga;Total;1 de julio de 2017;1.643.354
Todas las edades;29 Málaga;Total;1 de abril de 2017;""
Todas las edades;29 Málaga;Total;1 de enero de 2017;1.644.147
Todas las edades;29 Málaga;Total;1 de octubre de 2016;""
Todas las edades;29 Málaga;Total;1 de julio de 2016;1.640.669
Todas las edades;29 Málaga;Total;1 de abril de 2016;""
Todas las edades;29 Málaga;Total;1 de enero de 2016;1.638.378
Todas las edades;29 Málaga;Total;1 de octubre de 2015;""
Todas las edades;29 Málaga;Total;1 de julio de 2015;1.632.424
Todas las edades;29 Málaga;Total;1 de abril de 2015;""
Todas las edades;29 Málaga;Total;1 de enero de 2015;1.629.179
Todas las edades;29 Málaga;Total;1 de octubre de 2014;""
Todas las edades;29 Málaga;Total;1 de julio de 2014;1.622.655
Todas las edades;29 Málaga;Total;1 de abril de 2014;""
Todas las edades;29 Málaga;Total;1 de enero de 2014;1.618.101
Todas las edades;29 Málaga;Total;1 de octubre de 2013;""
Todas las edades;29 Málaga;Total;1 de julio de 2013;1.612.619
Todas las edades;29 Málaga;Total;1 de abril de 2013;""
Todas las edades;29 Málaga;Total;1 de enero de 2013;1.610.728
Todas las edades;29 Málaga;Total;1 de octubre de 2012;""
Todas las edades;29 Málaga;Total;1 de julio de 2012;1.603.197
Todas las edades;29 Málaga;Total;1 de abril de 2012;""
Todas las edades;29 Málaga;Total;1 de enero de 2012;1.598.137
Todas las edades;29 Málaga;Total;1 de octubre de 2011;""
Todas las edades;29 Málaga;Total;1 de julio de 2011;1.588.036
Todas las edades;29 Málaga;Total;1 de abril de 2011;""
Todas las edades;29 Málaga;Total;1 de enero de 2011;1.581.343
Todas las edades;29 Málaga;Total;1 de octubre de 2010;""
Todas las edades;29 Málaga;Total;1 de julio de 2010;1.572.991
Todas las edades;29 Málaga;Total;1 de abril de 2010;""
Todas las edades;29 Málaga;Total;1 de enero de 2010;1.566.667
Todas las edades;29 Málaga;Total;1 de octubre de 2009;""
Todas las edades;29 Málaga;Total;1 de julio de 2009;1.559.580
Todas las edades;29 Málaga;Total;1 de abril de 2009;""
Todas las edades;29 Málaga;Total;1 de enero de 2009;1.552.894
Todas las edades;29 Málaga;Total;1 de octubre de 2008;""
Todas las edades;29 Málaga;Total;1 de julio de 2008;1.543.169
Todas las edades;29 Málaga;Total;1 de abril de 2008;""
Todas las edades;29 Málaga;Total;1 de enero de 2008;1.529.003
Todas las edades;29 Málaga;Total;1 de octubre de 2007;""
Todas las edades;29 Málaga;Total;1 de julio de 2007;1.510.399
Todas las edades;29 Málaga;Total;1 de abril de 2007;""
Todas las edades;29 Málaga;Total;1 de enero de 2007;1.491.784
Todas las edades;29 Málaga;Total;1 de octubre de 2006;""
Todas las edades;29 Málaga;Total;1 de julio de 2006;1.473.511
Todas las edades;29 Málaga;Total;1 de abril de 2006;""
Todas las edades;29 Málaga;Total;1 de enero de 2006;1.456.083
Todas las edades;29 Málaga;Total;1 de octubre de 2005;""
Todas las edades;29 Málaga;Total;1 de julio de 2005;1.438.401
Todas las edades;29 Málaga;Total;1 de abril de 2005;""
Todas las edades;29 Málaga;Total;1 de enero de 2005;1.415.713
Todas las edades;30 Murcia;Total;1 de enero de 2023;1.551.692
Todas las edades;30 Murcia;Total;1 de octubre de 2022;1.545.698
Todas las edades;30 Murcia;Total;1 de julio de 2022;1.540.774
Todas las edades;30 Murcia;Total;1 de abril de 2022;1.535.248
Todas las edades;30 Murcia;Total;1 de enero de 2022;1.529.658
Todas las edades;30 Murcia;Total;1 de octubre de 2021;1.525.492
Todas las edades;30 Murcia;Total;1 de julio de 2021;1.521.411
Todas las edades;30 Murcia;Total;1 de abril de 2021;1.518.812
Todas las edades;30 Murcia;Total;1 de enero de 2021;1.518.279
Todas las edades;30 Murcia;Total;1 de octubre de 2020;""
Todas las edades;30 Murcia;Total;1 de julio de 2020;1.513.834
Todas las edades;30 Murcia;Total;1 de abril de 2020;""
Todas las edades;30 Murcia;Total;1 de enero de 2020;1.509.077
Todas las edades;30 Murcia;Total;1 de octubre de 2019;""
Todas las edades;30 Murcia;Total;1 de julio de 2019;1.498.997
Todas las edades;30 Murcia;Total;1 de abril de 2019;""
Todas las edades;30 Murcia;Total;1 de enero de 2019;1.491.312
Todas las edades;30 Murcia;Total;1 de octubre de 2018;""
Todas las edades;30 Murcia;Total;1 de julio de 2018;1.482.514
Todas las edades;30 Murcia;Total;1 de abril de 2018;""
Todas las edades;30 Murcia;Total;1 de enero de 2018;1.478.718
Todas las edades;30 Murcia;Total;1 de octubre de 2017;""
Todas las edades;30 Murcia;Total;1 de julio de 2017;1.476.334
Todas las edades;30 Murcia;Total;1 de abril de 2017;""
Todas las edades;30 Murcia;Total;1 de enero de 2017;1.475.275
Todas las edades;30 Murcia;Total;1 de octubre de 2016;""
Todas las edades;30 Murcia;Total;1 de julio de 2016;1.470.873
Todas las edades;30 Murcia;Total;1 de abril de 2016;""
Todas las edades;30 Murcia;Total;1 de enero de 2016;1.468.367
Todas las edades;30 Murcia;Total;1 de octubre de 2015;""
Todas las edades;30 Murcia;Total;1 de julio de 2015;1.465.679
Todas las edades;30 Murcia;Total;1 de abril de 2015;""
Todas las edades;30 Murcia;Total;1 de enero de 2015;1.465.195
Todas las edades;30 Murcia;Total;1 de octubre de 2014;""
Todas las edades;30 Murcia;Total;1 de julio de 2014;1.464.013
Todas las edades;30 Murcia;Total;1 de abril de 2014;""
Todas las edades;30 Murcia;Total;1 de enero de 2014;1.462.734
Todas las edades;30 Murcia;Total;1 de octubre de 2013;""
Todas las edades;30 Murcia;Total;1 de julio de 2013;1.461.871
Todas las edades;30 Murcia;Total;1 de abril de 2013;""
Todas las edades;30 Murcia;Total;1 de enero de 2013;1.462.271
Todas las edades;30 Murcia;Total;1 de octubre de 2012;""
Todas las edades;30 Murcia;Total;1 de julio de 2012;1.461.188
Todas las edades;30 Murcia;Total;1 de abril de 2012;""
Todas las edades;30 Murcia;Total;1 de enero de 2012;1.461.928
Todas las edades;30 Murcia;Total;1 de octubre de 2011;""
Todas las edades;30 Murcia;Total;1 de julio de 2011;1.461.107
Todas las edades;30 Murcia;Total;1 de abril de 2011;""
Todas las edades;30 Murcia;Total;1 de enero de 2011;1.459.076
Todas las edades;30 Murcia;Total;1 de octubre de 2010;""
Todas las edades;30 Murcia;Total;1 de julio de 2010;1.456.521
Todas las edades;30 Murcia;Total;1 de abril de 2010;""
Todas las edades;30 Murcia;Total;1 de enero de 2010;1.453.545
Todas las edades;30 Murcia;Total;1 de octubre de 2009;""
Todas las edades;30 Murcia;Total;1 de julio de 2009;1.448.479
Todas las edades;30 Murcia;Total;1 de abril de 2009;""
Todas las edades;30 Murcia;Total;1 de enero de 2009;1.441.783
Todas las edades;30 Murcia;Total;1 de octubre de 2008;""
Todas las edades;30 Murcia;Total;1 de julio de 2008;1.431.501
Todas las edades;30 Murcia;Total;1 de abril de 2008;""
Todas las edades;30 Murcia;Total;1 de enero de 2008;1.419.567
Todas las edades;30 Murcia;Total;1 de octubre de 2007;""
Todas las edades;30 Murcia;Total;1 de julio de 2007;1.404.885
Todas las edades;30 Murcia;Total;1 de abril de 2007;""
Todas las edades;30 Murcia;Total;1 de enero de 2007;1.385.715
Todas las edades;30 Murcia;Total;1 de octubre de 2006;""
Todas las edades;30 Murcia;Total;1 de julio de 2006;1.367.430
Todas las edades;30 Murcia;Total;1 de abril de 2006;""
Todas las edades;30 Murcia;Total;1 de enero de 2006;1.351.109
Todas las edades;30 Murcia;Total;1 de octubre de 2005;""
Todas las edades;30 Murcia;Total;1 de julio de 2005;1.335.288
Todas las edades;30 Murcia;Total;1 de abril de 2005;""
Todas las edades;30 Murcia;Total;1 de enero de 2005;1.313.496
Todas las edades;31 Navarra;Total;1 de enero de 2023;672.155
Todas las edades;31 Navarra;Total;1 de octubre de 2022;670.606
Todas las edades;31 Navarra;Total;1 de julio de 2022;667.958
Todas las edades;31 Navarra;Total;1 de abril de 2022;666.111
Todas las edades;31 Navarra;Total;1 de enero de 2022;664.514
Todas las edades;31 Navarra;Total;1 de octubre de 2021;662.964
Todas las edades;31 Navarra;Total;1 de julio de 2021;661.286
Todas las edades;31 Navarra;Total;1 de abril de 2021;661.769
Todas las edades;31 Navarra;Total;1 de enero de 2021;662.032
Todas las edades;31 Navarra;Total;1 de octubre de 2020;""
Todas las edades;31 Navarra;Total;1 de julio de 2020;661.008
Todas las edades;31 Navarra;Total;1 de abril de 2020;""
Todas las edades;31 Navarra;Total;1 de enero de 2020;659.907
Todas las edades;31 Navarra;Total;1 de octubre de 2019;""
Todas las edades;31 Navarra;Total;1 de julio de 2019;655.668
Todas las edades;31 Navarra;Total;1 de abril de 2019;""
Todas las edades;31 Navarra;Total;1 de enero de 2019;652.797
Todas las edades;31 Navarra;Total;1 de octubre de 2018;""
Todas las edades;31 Navarra;Total;1 de julio de 2018;648.803
Todas las edades;31 Navarra;Total;1 de abril de 2018;""
Todas las edades;31 Navarra;Total;1 de enero de 2018;646.340
Todas las edades;31 Navarra;Total;1 de octubre de 2017;""
Todas las edades;31 Navarra;Total;1 de julio de 2017;643.105
Todas las edades;31 Navarra;Total;1 de abril de 2017;""
Todas las edades;31 Navarra;Total;1 de enero de 2017;642.075
Todas las edades;31 Navarra;Total;1 de octubre de 2016;""
Todas las edades;31 Navarra;Total;1 de julio de 2016;639.847
Todas las edades;31 Navarra;Total;1 de abril de 2016;""
Todas las edades;31 Navarra;Total;1 de enero de 2016;638.922
Todas las edades;31 Navarra;Total;1 de octubre de 2015;""
Todas las edades;31 Navarra;Total;1 de julio de 2015;637.476
Todas las edades;31 Navarra;Total;1 de abril de 2015;""
Todas las edades;31 Navarra;Total;1 de enero de 2015;637.317
Todas las edades;31 Navarra;Total;1 de octubre de 2014;""
Todas las edades;31 Navarra;Total;1 de julio de 2014;636.803
Todas las edades;31 Navarra;Total;1 de abril de 2014;""
Todas las edades;31 Navarra;Total;1 de enero de 2014;637.099
Todas las edades;31 Navarra;Total;1 de octubre de 2013;""
Todas las edades;31 Navarra;Total;1 de julio de 2013;637.447
Todas las edades;31 Navarra;Total;1 de abril de 2013;""
Todas las edades;31 Navarra;Total;1 de enero de 2013;639.089
Todas las edades;31 Navarra;Total;1 de octubre de 2012;""
Todas las edades;31 Navarra;Total;1 de julio de 2012;639.255
Todas las edades;31 Navarra;Total;1 de abril de 2012;""
Todas las edades;31 Navarra;Total;1 de enero de 2012;640.023
Todas las edades;31 Navarra;Total;1 de octubre de 2011;""
Todas las edades;31 Navarra;Total;1 de julio de 2011;638.581
Todas las edades;31 Navarra;Total;1 de abril de 2011;""
Todas las edades;31 Navarra;Total;1 de enero de 2011;637.099
Todas las edades;31 Navarra;Total;1 de octubre de 2010;""
Todas las edades;31 Navarra;Total;1 de julio de 2010;634.983
Todas las edades;31 Navarra;Total;1 de abril de 2010;""
Todas las edades;31 Navarra;Total;1 de enero de 2010;633.017
Todas las edades;31 Navarra;Total;1 de octubre de 2009;""
Todas las edades;31 Navarra;Total;1 de julio de 2009;630.109
Todas las edades;31 Navarra;Total;1 de abril de 2009;""
Todas las edades;31 Navarra;Total;1 de enero de 2009;627.276
Todas las edades;31 Navarra;Total;1 de octubre de 2008;""
Todas las edades;31 Navarra;Total;1 de julio de 2008;621.976
Todas las edades;31 Navarra;Total;1 de abril de 2008;""
Todas las edades;31 Navarra;Total;1 de enero de 2008;616.711
Todas las edades;31 Navarra;Total;1 de octubre de 2007;""
Todas las edades;31 Navarra;Total;1 de julio de 2007;609.776
Todas las edades;31 Navarra;Total;1 de abril de 2007;""
Todas las edades;31 Navarra;Total;1 de enero de 2007;602.831
Todas las edades;31 Navarra;Total;1 de octubre de 2006;""
Todas las edades;31 Navarra;Total;1 de julio de 2006;596.637
Todas las edades;31 Navarra;Total;1 de abril de 2006;""
Todas las edades;31 Navarra;Total;1 de enero de 2006;592.146
Todas las edades;31 Navarra;Total;1 de octubre de 2005;""
Todas las edades;31 Navarra;Total;1 de julio de 2005;587.922
Todas las edades;31 Navarra;Total;1 de abril de 2005;""
Todas las edades;31 Navarra;Total;1 de enero de 2005;584.367
Todas las edades;32 Ourense;Total;1 de enero de 2023;304.563
Todas las edades;32 Ourense;Total;1 de octubre de 2022;304.368
Todas las edades;32 Ourense;Total;1 de julio de 2022;304.225
Todas las edades;32 Ourense;Total;1 de abril de 2022;303.908
Todas las edades;32 Ourense;Total;1 de enero de 2022;304.223
Todas las edades;32 Ourense;Total;1 de octubre de 2021;304.446
Todas las edades;32 Ourense;Total;1 de julio de 2021;304.156
Todas las edades;32 Ourense;Total;1 de abril de 2021;304.615
Todas las edades;32 Ourense;Total;1 de enero de 2021;305.297
Todas las edades;32 Ourense;Total;1 de octubre de 2020;""
Todas las edades;32 Ourense;Total;1 de julio de 2020;305.656
Todas las edades;32 Ourense;Total;1 de abril de 2020;""
Todas las edades;32 Ourense;Total;1 de enero de 2020;306.825
Todas las edades;32 Ourense;Total;1 de octubre de 2019;""
Todas las edades;32 Ourense;Total;1 de julio de 2019;306.713
Todas las edades;32 Ourense;Total;1 de abril de 2019;""
